order_id,opportunity_id,customer_id,order_date,lead_date,close_date,first_purchase_date,revenue,units,product_id,product_name,category,salesperson,region,country,city,stage,channel,is_returning,aov,sales_cycle_days
O-100023,OPP-200023,C-1068,2024-06-09,2024-05-12,2024-06-15,2024-06-09,23200,16,101,CRM Pro,Software,Salesperson_12,Asia,USA,City_7,Won,Inbound,True,1450.0,34
O-100024,OPP-200024,C-4590,2024-02-08,2024-01-26,2024-02-10,2024-01-26,21180,15,103,Sales Booster,Software,Salesperson_2,Europe,Germany,City_2,Won,Outbound,True,1412.0,15
O-100025,OPP-200025,C-3220,2023-11-08,2023-10-14,2023-11-22,2023-10-14,25099,19,202,Receipt Printer,Hardware,Salesperson_12,Asia,Germany,City_15,Won,Inbound,False,1321.0,39
O-100026,OPP-200026,C-3936,2024-12-21,2024-12-11,2025-01-02,2024-12-21,16235,17,103,Sales Booster,Software,Salesperson_4,Asia,UK,City_2,Won,Inbound,True,955.0,22
O-100027,OPP-200027,C-2252,2023-09-23,2023-09-13,2023-10-05,2023-09-13,9480,5,201,POS Terminal,Hardware,Salesperson_2,Asia,UK,City_12,Won,Inbound,True,1896.0,22
O-100028,OPP-200028,C-2288,2023-08-27,2023-08-18,2023-09-08,2023-08-27,9465,15,201,POS Terminal,Hardware,Salesperson_11,Asia,USA,City_3,Won,Inbound,True,631.0,21
O-100029,OPP-200029,C-4928,2023-04-14,2023-03-21,2023-04-28,2023-03-21,21470,19,202,Receipt Printer,Hardware,Salesperson_3,North America,India,City_15,Won,Inbound,True,1130.0,38
O-100030,OPP-200030,C-4446,2024-07-05,2024-06-29,2024-07-18,2024-06-29,4192,16,103,Sales Booster,Software,Salesperson_12,Asia,USA,City_19,Won,Partner,False,262.0,19
O-100031,OPP-200031,C-3331,2023-12-02,2023-11-15,2023-12-16,2023-11-15,4728,4,102,Analytics Suite,Software,Salesperson_2,North America,UK,City_19,Won,Outbound,True,1182.0,31
O-100032,OPP-200032,C-4840,2024-03-19,2024-03-08,2024-03-30,2024-03-19,1539,9,102,Analytics Suite,Software,Salesperson_5,Asia,UK,City_20,Won,Partner,False,171.0,22
O-100033,OPP-200033,C-3615,2023-03-14,2023-02-17,2023-03-16,2023-03-14,32281,19,102,Analytics Suite,Software,Salesperson_10,Europe,India,City_13,Won,Outbound,True,1699.0,27
O-100034,OPP-200034,C-2058,2024-10-22,2024-10-15,2024-10-30,2024-10-22,29484,18,102,Analytics Suite,Software,Salesperson_9,Europe,USA,City_15,Won,Outbound,True,1638.0,15
O-100035,OPP-200035,C-3045,2024-07-29,2024-07-16,2024-08-10,2024-07-16,27666,18,201,POS Terminal,Hardware,Salesperson_13,Asia,Pakistan,City_17,Won,Outbound,False,1537.0,25
O-100036,OPP-200036,C-3388,2023-05-22,2023-04-22,2023-05-26,2023-04-22,3940,5,102,Analytics Suite,Software,Salesperson_7,North America,USA,City_4,Won,Inbound,False,788.0,34
O-100037,OPP-200037,C-2882,2024-12-13,2024-12-04,2024-12-14,2024-12-04,13914,18,101,CRM Pro,Software,Salesperson_7,North America,UK,City_11,Won,Partner,True,773.0,10
O-100038,OPP-200038,C-1973,2024-01-04,2023-12-19,2024-01-22,2024-01-04,4200,6,101,CRM Pro,Software,Salesperson_11,Europe,India,City_17,Won,Partner,True,700.0,34
O-100039,OPP-200039,C-4075,2024-06-18,2024-06-13,2024-06-27,2024-06-18,5412,6,101,CRM Pro,Software,Salesperson_12,Europe,UK,City_9,Won,Outbound,False,902.0,14
O-100040,OPP-200040,C-3259,2023-02-10,2023-01-22,2023-02-15,2023-01-22,4720,10,102,Analytics Suite,Software,Salesperson_5,Asia,India,City_20,Won,Inbound,False,472.0,24
O-100041,OPP-200041,C-4084,2023-08-11,2023-08-06,2023-08-27,2023-08-06,4648,7,101,CRM Pro,Software,Salesperson_10,Asia,UK,City_17,Won,Inbound,False,664.0,21
O-100042,OPP-200042,C-4037,2023-03-21,2023-02-23,2023-04-05,2023-03-21,2394,3,101,CRM Pro,Software,Salesperson_3,North America,Germany,City_11,Won,Outbound,True,798.0,41
O-100043,OPP-200043,C-4849,2023-04-05,2023-03-24,2023-04-08,2023-03-24,7360,4,202,Receipt Printer,Hardware,Salesperson_9,Europe,USA,City_20,Won,Outbound,False,1840.0,15
O-100044,OPP-200044,C-2199,2023-08-14,2023-08-09,2023-08-28,2023-08-09,2570,5,102,Analytics Suite,Software,Salesperson_2,Asia,UK,City_6,Won,Inbound,True,514.0,19
O-100045,OPP-200045,C-3895,2023-10-13,2023-09-17,2023-10-31,2023-10-13,1048,2,202,Receipt Printer,Hardware,Salesperson_3,North America,Germany,City_10,Won,Partner,False,524.0,44
O-100046,OPP-200046,C-1759,2024-02-03,2024-01-27,2024-02-04,2024-02-03,1144,1,202,Receipt Printer,Hardware,Salesperson_2,Europe,UK,City_9,Won,Partner,False,1144.0,8
O-100047,OPP-200047,C-3461,2024-12-23,2024-12-12,2025-01-04,2024-12-12,211,1,103,Sales Booster,Software,Salesperson_5,Europe,Pakistan,City_16,Won,Outbound,True,211.0,23
O-100048,OPP-200048,C-4991,2023-08-18,2023-07-20,2023-09-07,2023-08-18,675,1,103,Sales Booster,Software,Salesperson_11,North America,Pakistan,City_13,Won,Inbound,False,675.0,49
O-100049,OPP-200049,C-3462,2023-07-23,2023-06-23,2023-08-07,2023-07-23,3648,16,102,Analytics Suite,Software,Salesperson_7,Asia,Pakistan,City_16,Won,Inbound,True,228.0,45
O-100050,OPP-200050,C-4741,2024-05-10,2024-04-30,2024-05-19,2024-04-30,20846,14,103,Sales Booster,Software,Salesperson_9,Europe,Pakistan,City_3,Won,Inbound,False,1489.0,19
O-100051,OPP-200051,C-1247,2023-07-04,2023-06-10,2023-07-21,2023-07-04,3840,5,103,Sales Booster,Software,Salesperson_5,North America,UK,City_5,Won,Outbound,True,768.0,41
O-100052,OPP-200052,C-4092,2024-06-28,2024-06-14,2024-07-02,2024-06-14,2223,13,202,Receipt Printer,Hardware,Salesperson_3,Europe,India,City_19,Won,Inbound,False,171.0,18
O-100053,OPP-200053,C-1763,2024-08-07,2024-07-21,2024-08-25,2024-07-21,15890,10,102,Analytics Suite,Software,Salesperson_15,Asia,Pakistan,City_8,Won,Outbound,False,1589.0,35
O-100054,OPP-200054,C-4915,2023-03-12,2023-02-17,2023-04-01,2023-02-17,24960,13,102,Analytics Suite,Software,Salesperson_4,North America,USA,City_6,Won,Inbound,False,1920.0,43
O-100055,OPP-200055,C-4716,2024-08-12,2024-08-06,2024-08-15,2024-08-06,740,5,201,POS Terminal,Hardware,Salesperson_15,North America,UK,City_3,Won,Outbound,True,148.0,9
O-100056,OPP-200056,C-3651,2023-11-19,2023-10-22,2023-11-30,2023-10-22,4004,14,201,POS Terminal,Hardware,Salesperson_6,Europe,UK,City_14,Won,Outbound,True,286.0,39
O-100057,OPP-200057,C-3306,2024-11-27,2024-10-28,2024-12-07,2024-11-27,31552,16,101,CRM Pro,Software,Salesperson_3,North America,Pakistan,City_12,Won,Partner,False,1972.0,40
O-100058,OPP-200058,C-2858,2023-11-30,2023-11-12,2023-12-05,2023-11-12,680,4,202,Receipt Printer,Hardware,Salesperson_1,Europe,USA,City_13,Won,Partner,True,170.0,23
O-100059,OPP-200059,C-3041,2023-06-04,2023-05-11,2023-06-13,2023-05-11,20900,11,103,Sales Booster,Software,Salesperson_6,North America,Pakistan,City_20,Won,Partner,True,1900.0,33
O-100060,OPP-200060,C-1653,2024-11-23,2024-11-17,2024-11-25,2024-11-23,6516,6,201,POS Terminal,Hardware,Salesperson_6,North America,USA,City_17,Won,Partner,False,1086.0,8
O-100061,OPP-200061,C-4692,2023-03-15,2023-03-04,2023-04-03,2023-03-04,3936,12,101,CRM Pro,Software,Salesperson_9,Europe,India,City_16,Won,Inbound,True,328.0,30
O-100062,OPP-200062,C-3781,2024-01-06,2023-12-23,2024-01-22,2023-12-23,23415,15,202,Receipt Printer,Hardware,Salesperson_10,Asia,UK,City_18,Won,Partner,True,1561.0,30
O-100063,OPP-200063,C-4953,2023-03-16,2023-02-28,2023-03-19,2023-02-28,28386,18,202,Receipt Printer,Hardware,Salesperson_7,Europe,Pakistan,City_12,Won,Outbound,True,1577.0,19
O-100064,OPP-200064,C-2769,2023-12-03,2023-11-19,2023-12-16,2023-11-19,2506,7,202,Receipt Printer,Hardware,Salesperson_1,Asia,UK,City_11,Won,Partner,True,358.0,27
O-100065,OPP-200065,C-2828,2023-05-20,2023-05-15,2023-05-23,2023-05-20,11872,16,202,Receipt Printer,Hardware,Salesperson_12,Europe,Pakistan,City_2,Won,Inbound,True,742.0,8
O-100066,OPP-200066,C-2470,2023-12-16,2023-11-17,2023-12-18,2023-12-16,6660,12,101,CRM Pro,Software,Salesperson_5,Europe,India,City_5,Won,Partner,False,555.0,31
O-100067,OPP-200067,C-3362,2024-08-04,2024-07-21,2024-08-22,2024-08-04,17532,18,101,CRM Pro,Software,Salesperson_14,Asia,UK,City_4,Won,Partner,False,974.0,32
O-100068,OPP-200068,C-3318,2024-11-08,2024-10-23,2024-11-25,2024-11-08,1274,1,202,Receipt Printer,Hardware,Salesperson_14,Asia,UK,City_3,Won,Partner,False,1274.0,33
O-100069,OPP-200069,C-2345,2024-10-30,2024-10-07,2024-11-16,2024-10-07,17550,13,102,Analytics Suite,Software,Salesperson_2,Asia,USA,City_1,Won,Outbound,False,1350.0,40
O-100070,OPP-200070,C-2885,2023-02-24,2023-02-17,2023-03-15,2023-02-17,5841,9,103,Sales Booster,Software,Salesperson_14,Asia,USA,City_6,Won,Inbound,True,649.0,26
O-100071,OPP-200071,C-1668,2024-09-17,2024-09-11,2024-09-27,2024-09-11,6500,10,103,Sales Booster,Software,Salesperson_1,Asia,Pakistan,City_13,Won,Outbound,False,650.0,16
O-100072,OPP-200072,C-4613,2024-07-26,2024-07-09,2024-08-02,2024-07-26,4360,10,201,POS Terminal,Hardware,Salesperson_12,North America,Pakistan,City_19,Won,Inbound,True,436.0,24
O-100073,OPP-200073,C-4367,2023-03-15,2023-02-28,2023-03-20,2023-02-28,4928,14,101,CRM Pro,Software,Salesperson_9,Asia,Germany,City_1,Won,Partner,False,352.0,20
O-100074,OPP-200074,C-4289,2024-02-13,2024-02-02,2024-02-28,2024-02-02,23647,13,201,POS Terminal,Hardware,Salesperson_1,Asia,UK,City_20,Won,Partner,False,1819.0,26
O-100075,OPP-200075,C-1583,2024-09-09,2024-08-19,2024-09-14,2024-08-19,4648,7,201,POS Terminal,Hardware,Salesperson_7,Europe,India,City_20,Won,Outbound,True,664.0,26
O-100076,OPP-200076,C-3643,2024-05-20,2024-05-04,2024-06-07,2024-05-04,33782,19,202,Receipt Printer,Hardware,Salesperson_12,Asia,UK,City_14,Won,Partner,True,1778.0,34
O-100077,OPP-200077,C-1069,2023-07-09,2023-06-18,2023-07-10,2023-06-18,1826,2,103,Sales Booster,Software,Salesperson_13,Europe,UK,City_12,Won,Partner,True,913.0,22
O-100078,OPP-200078,C-2687,2024-07-25,2024-06-26,2024-07-29,2024-06-26,35280,20,103,Sales Booster,Software,Salesperson_3,Asia,USA,City_14,Won,Outbound,False,1764.0,33
O-100079,OPP-200079,C-4488,2024-04-01,2024-03-13,2024-04-16,2024-03-13,26355,15,103,Sales Booster,Software,Salesperson_3,Asia,India,City_9,Won,Outbound,False,1757.0,34
O-100080,OPP-200080,C-1771,2024-04-30,2024-04-10,2024-05-12,2024-04-10,9044,19,101,CRM Pro,Software,Salesperson_15,Europe,UK,City_13,Won,Partner,True,476.0,32
O-100081,OPP-200081,C-3825,2023-01-06,2022-12-10,2023-01-08,2022-12-10,1914,11,103,Sales Booster,Software,Salesperson_10,North America,USA,City_15,Won,Partner,True,174.0,29
O-100082,OPP-200082,C-2482,2023-10-17,2023-09-28,2023-10-26,2023-09-28,20896,16,102,Analytics Suite,Software,Salesperson_2,Asia,Germany,City_13,Won,Outbound,True,1306.0,28
O-100083,OPP-200083,C-2140,2024-09-26,2024-09-13,2024-10-15,2024-09-26,7205,5,102,Analytics Suite,Software,Salesperson_4,Europe,UK,City_14,Won,Inbound,False,1441.0,32
O-100084,OPP-200084,C-3007,2023-03-24,2023-02-23,2023-04-05,2023-02-23,1246,1,101,CRM Pro,Software,Salesperson_6,North America,India,City_4,Won,Inbound,False,1246.0,41
O-100085,OPP-200085,C-2900,2023-03-11,2023-02-12,2023-03-14,2023-02-12,13981,11,102,Analytics Suite,Software,Salesperson_9,Asia,USA,City_17,Won,Outbound,True,1271.0,30
O-100086,OPP-200086,C-2436,2024-03-09,2024-02-09,2024-03-10,2024-02-09,12696,12,101,CRM Pro,Software,Salesperson_12,North America,India,City_10,Won,Partner,False,1058.0,30
O-100087,OPP-200087,C-3963,2024-11-01,2024-10-14,2024-11-02,2024-11-01,1154,2,201,POS Terminal,Hardware,Salesperson_11,North America,Pakistan,City_13,Won,Inbound,True,577.0,19
O-100088,OPP-200088,C-4051,2024-05-24,2024-04-24,2024-05-26,2024-04-24,9702,18,201,POS Terminal,Hardware,Salesperson_11,Asia,UK,City_1,Won,Outbound,False,539.0,32
O-100089,OPP-200089,C-3852,2023-02-01,2023-01-25,2023-02-19,2023-01-25,19838,14,103,Sales Booster,Software,Salesperson_2,Europe,UK,City_13,Won,Inbound,True,1417.0,25
O-100090,OPP-200090,C-4193,2024-12-23,2024-11-30,2025-01-09,2024-12-23,13643,7,103,Sales Booster,Software,Salesperson_2,North America,Pakistan,City_16,Won,Inbound,True,1949.0,40
O-100091,OPP-200091,C-1614,2024-05-22,2024-05-11,2024-06-10,2024-05-11,2190,10,201,POS Terminal,Hardware,Salesperson_6,Europe,USA,City_19,Won,Partner,False,219.0,30
O-100092,OPP-200092,C-1712,2024-07-06,2024-06-07,2024-07-26,2024-06-07,12964,14,202,Receipt Printer,Hardware,Salesperson_9,North America,India,City_3,Won,Inbound,False,926.0,49
O-100093,OPP-200093,C-3328,2024-01-01,2023-12-19,2024-01-14,2024-01-01,35758,19,102,Analytics Suite,Software,Salesperson_9,Asia,India,City_20,Won,Inbound,False,1882.0,26
O-100094,OPP-200094,C-2439,2024-09-04,2024-08-29,2024-09-15,2024-09-04,1090,1,202,Receipt Printer,Hardware,Salesperson_1,North America,Germany,City_2,Won,Partner,False,1090.0,17
O-100095,OPP-200095,C-4646,2023-05-17,2023-05-08,2023-05-27,2023-05-08,6988,4,103,Sales Booster,Software,Salesperson_14,Europe,Pakistan,City_8,Won,Partner,False,1747.0,19
O-100096,OPP-200096,C-2389,2024-02-19,2024-01-31,2024-02-20,2024-01-31,27738,18,101,CRM Pro,Software,Salesperson_15,North America,Germany,City_8,Won,Outbound,False,1541.0,20
O-100097,OPP-200097,C-1107,2023-10-13,2023-09-21,2023-10-25,2023-10-13,8359,13,102,Analytics Suite,Software,Salesperson_9,Asia,UK,City_4,Won,Partner,True,643.0,34
O-100098,OPP-200098,C-2253,2023-02-13,2023-02-08,2023-02-27,2023-02-08,9873,9,101,CRM Pro,Software,Salesperson_2,Europe,Germany,City_12,Won,Inbound,False,1097.0,19
O-100099,OPP-200099,C-4251,2024-07-06,2024-06-25,2024-07-07,2024-07-06,7126,7,103,Sales Booster,Software,Salesperson_2,North America,USA,City_4,Won,Inbound,True,1018.0,12
O-100100,OPP-200100,C-3656,2024-10-19,2024-10-06,2024-10-26,2024-10-06,3480,10,103,Sales Booster,Software,Salesperson_6,Europe,UK,City_6,Won,Inbound,True,348.0,20
O-100101,OPP-200101,C-3462,2024-12-29,2024-12-05,2025-01-05,2024-12-05,5467,11,201,POS Terminal,Hardware,Salesperson_1,Asia,India,City_16,Won,Partner,True,497.0,31
O-100102,OPP-200102,C-4247,2024-06-10,2024-06-04,2024-06-25,2024-06-04,9010,5,201,POS Terminal,Hardware,Salesperson_12,Asia,Germany,City_20,Won,Partner,True,1802.0,21
O-100103,OPP-200103,C-2797,2024-10-28,2024-10-05,2024-11-09,2024-10-28,24128,16,202,Receipt Printer,Hardware,Salesperson_7,Europe,Pakistan,City_12,Won,Outbound,False,1508.0,35
O-100104,OPP-200104,C-4292,2024-01-02,2023-12-20,2024-01-21,2023-12-20,9645,5,102,Analytics Suite,Software,Salesperson_12,Asia,India,City_1,Won,Outbound,True,1929.0,32
O-100105,OPP-200105,C-1670,2024-04-11,2024-03-19,2024-04-15,2024-03-19,3072,4,202,Receipt Printer,Hardware,Salesperson_2,Asia,UK,City_3,Won,Inbound,True,768.0,27
O-100106,OPP-200106,C-3683,2024-08-06,2024-07-08,2024-08-12,2024-07-08,484,1,101,CRM Pro,Software,Salesperson_15,Asia,UK,City_5,Won,Inbound,True,484.0,35
O-100107,OPP-200107,C-1280,2023-03-07,2023-02-16,2023-03-27,2023-02-16,6034,14,102,Analytics Suite,Software,Salesperson_1,North America,India,City_10,Won,Partner,False,431.0,39
O-100108,OPP-200108,C-4586,2024-04-30,2024-04-23,2024-05-12,2024-04-23,840,8,201,POS Terminal,Hardware,Salesperson_9,Asia,USA,City_6,Won,Partner,True,105.0,19
O-100109,OPP-200109,C-3893,2023-09-08,2023-08-24,2023-09-25,2023-08-24,10890,9,102,Analytics Suite,Software,Salesperson_9,Europe,India,City_8,Won,Inbound,False,1210.0,32
O-100110,OPP-200110,C-1464,2024-09-11,2024-08-27,2024-09-17,2024-08-27,8016,6,101,CRM Pro,Software,Salesperson_6,Asia,Germany,City_4,Won,Partner,False,1336.0,21
O-100111,OPP-200111,C-3620,2024-07-03,2024-06-17,2024-07-13,2024-06-17,3774,2,102,Analytics Suite,Software,Salesperson_14,Europe,Germany,City_1,Won,Outbound,False,1887.0,26
O-100112,OPP-200112,C-1905,2023-09-24,2023-09-10,2023-10-05,2023-09-10,17793,9,101,CRM Pro,Software,Salesperson_10,North America,USA,City_6,Won,Outbound,True,1977.0,25
O-100113,OPP-200113,C-1855,2024-08-13,2024-07-22,2024-08-27,2024-07-22,22960,16,102,Analytics Suite,Software,Salesperson_12,Europe,Germany,City_19,Won,Outbound,False,1435.0,36
O-100114,OPP-200114,C-3936,2024-07-21,2024-07-13,2024-07-24,2024-07-13,3894,2,102,Analytics Suite,Software,Salesperson_6,Asia,USA,City_4,Won,Outbound,False,1947.0,11
O-100115,OPP-200115,C-1104,2024-01-31,2024-01-17,2024-02-14,2024-01-17,1160,1,201,POS Terminal,Hardware,Salesperson_13,Asia,Germany,City_17,Won,Partner,False,1160.0,28
O-100116,OPP-200116,C-2507,2023-01-26,2023-01-09,2023-02-07,2023-01-26,6396,13,102,Analytics Suite,Software,Salesperson_4,Europe,UK,City_16,Won,Outbound,True,492.0,29
O-100117,OPP-200117,C-2710,2023-04-16,2023-04-10,2023-04-20,2023-04-16,6970,10,202,Receipt Printer,Hardware,Salesperson_4,North America,Pakistan,City_15,Won,Inbound,False,697.0,10
O-100118,OPP-200118,C-4064,2024-05-08,2024-04-12,2024-05-09,2024-04-12,25840,20,101,CRM Pro,Software,Salesperson_7,Asia,Germany,City_1,Won,Outbound,False,1292.0,27
O-100119,OPP-200119,C-3775,2024-09-17,2024-09-07,2024-09-21,2024-09-07,3216,6,201,POS Terminal,Hardware,Salesperson_1,Europe,UK,City_12,Won,Partner,False,536.0,14
O-100120,OPP-200120,C-4161,2023-01-19,2023-01-01,2023-02-08,2023-01-01,21780,12,101,CRM Pro,Software,Salesperson_15,North America,India,City_5,Won,Inbound,False,1815.0,38
O-100121,OPP-200121,C-1484,2024-02-05,2024-01-30,2024-02-17,2024-01-30,4972,11,102,Analytics Suite,Software,Salesperson_1,Asia,USA,City_8,Won,Outbound,False,452.0,18
O-100122,OPP-200122,C-1043,2023-11-19,2023-10-29,2023-11-25,2023-10-29,17964,9,201,POS Terminal,Hardware,Salesperson_3,North America,India,City_17,Won,Outbound,True,1996.0,27
O-100123,OPP-200123,C-2863,2023-12-15,2023-12-01,2023-12-29,2023-12-15,21600,15,201,POS Terminal,Hardware,Salesperson_6,Asia,UK,City_14,Won,Partner,False,1440.0,28
O-100124,OPP-200124,C-2004,2024-12-07,2024-11-09,2024-12-12,2024-11-09,11115,13,201,POS Terminal,Hardware,Salesperson_8,Asia,USA,City_11,Won,Outbound,True,855.0,33
O-100125,OPP-200125,C-1124,2023-04-15,2023-03-19,2023-04-18,2023-04-15,12135,15,102,Analytics Suite,Software,Salesperson_15,North America,Germany,City_1,Won,Inbound,True,809.0,30
O-100126,OPP-200126,C-2600,2023-03-19,2023-03-03,2023-03-30,2023-03-03,1062,1,201,POS Terminal,Hardware,Salesperson_12,Asia,USA,City_15,Won,Inbound,True,1062.0,27
O-100127,OPP-200127,C-1205,2024-02-19,2024-01-20,2024-02-21,2024-01-20,976,1,103,Sales Booster,Software,Salesperson_13,Europe,USA,City_8,Won,Outbound,True,976.0,32
O-100128,OPP-200128,C-2877,2023-12-12,2023-11-29,2023-12-22,2023-12-12,15280,10,101,CRM Pro,Software,Salesperson_13,Europe,Pakistan,City_4,Won,Inbound,True,1528.0,23
O-100129,OPP-200129,C-1543,2023-06-02,2023-05-26,2023-06-15,2023-06-02,753,3,103,Sales Booster,Software,Salesperson_13,Asia,Pakistan,City_2,Won,Partner,False,251.0,20
O-100130,OPP-200130,C-4818,2023-04-06,2023-03-31,2023-04-16,2023-03-31,30533,19,102,Analytics Suite,Software,Salesperson_5,North America,UK,City_19,Won,Outbound,True,1607.0,16
O-100131,OPP-200131,C-3759,2024-10-18,2024-10-09,2024-11-05,2024-10-09,34880,20,201,POS Terminal,Hardware,Salesperson_8,North America,India,City_13,Won,Inbound,True,1744.0,27
O-100132,OPP-200132,C-1656,2023-11-30,2023-10-31,2023-12-06,2023-10-31,1040,4,101,CRM Pro,Software,Salesperson_9,North America,Pakistan,City_3,Won,Partner,False,260.0,36
O-100133,OPP-200133,C-1314,2024-03-13,2024-03-08,2024-03-27,2024-03-13,11220,10,202,Receipt Printer,Hardware,Salesperson_3,North America,Pakistan,City_6,Won,Outbound,True,1122.0,19
O-100134,OPP-200134,C-4533,2023-12-09,2023-11-21,2023-12-11,2023-12-09,5076,6,102,Analytics Suite,Software,Salesperson_15,Asia,India,City_17,Won,Partner,True,846.0,20
O-100135,OPP-200135,C-3595,2023-03-15,2023-02-19,2023-03-29,2023-02-19,11704,7,201,POS Terminal,Hardware,Salesperson_6,Europe,UK,City_20,Won,Inbound,True,1672.0,38
O-100136,OPP-200136,C-4964,2023-10-11,2023-09-15,2023-10-23,2023-09-15,3734,2,103,Sales Booster,Software,Salesperson_1,North America,India,City_4,Won,Outbound,False,1867.0,38
O-100137,OPP-200137,C-3435,2023-04-10,2023-04-02,2023-04-19,2023-04-10,1160,5,102,Analytics Suite,Software,Salesperson_15,Asia,Germany,City_8,Won,Inbound,True,232.0,17
O-100138,OPP-200138,C-1758,2023-01-18,2022-12-28,2023-01-26,2023-01-18,14913,9,101,CRM Pro,Software,Salesperson_3,Europe,India,City_2,Won,Partner,True,1657.0,29
O-100139,OPP-200139,C-1715,2024-08-02,2024-07-11,2024-08-18,2024-07-11,3280,2,202,Receipt Printer,Hardware,Salesperson_6,Asia,Germany,City_18,Won,Inbound,False,1640.0,38
