snapshot_date,store_id,sku_id,stock_on_hand,stock_on_order,units_28d,avg_daily_units_28d,momentum_factor,adj_avg_daily_units,days_of_inventory,adj_days_of_inventory,stockout_risk_flag,overstock_flag,reorder_qty_suggestion
2025-01-01,S001,SKU00094,37,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S001,SKU00095,51,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S001,SKU00096,25,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S001,SKU00097,52,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S001,SKU00098,44,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S001,SKU00099,45,10,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S001,SKU00101,47,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S001,SKU00102,11,28,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S001,SKU00105,12,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S001,SKU00106,31,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S001,SKU00108,15,10,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S001,SKU00109,50,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S001,SKU00110,26,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S001,SKU00111,35,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S001,SKU00112,35,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S001,SKU00113,56,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S001,SKU00114,54,0,1.0,0.03571428571428571,2.0,0.05357142857142857,1512.0,1008.0,0,1,0.0
2025-01-01,S001,SKU00115,35,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S001,SKU00116,37,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S001,SKU00118,24,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S001,SKU00119,43,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S001,SKU00120,48,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S001,SKU00121,13,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S001,SKU00123,32,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S001,SKU00124,55,0,1.0,0.03571428571428571,2.0,0.05357142857142857,1540.0,1026.6666666666667,0,1,0.0
2025-01-01,S001,SKU00125,24,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S001,SKU00126,26,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S001,SKU00127,45,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S001,SKU00128,39,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S001,SKU00129,43,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S001,SKU00132,42,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S001,SKU00133,51,0,1.0,0.03571428571428571,2.0,0.05357142857142857,1428.0,952.0,0,1,0.0
2025-01-01,S001,SKU00134,51,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S001,SKU00135,35,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S001,SKU00136,57,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S001,SKU00137,17,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S001,SKU00138,54,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S001,SKU00139,14,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S001,SKU00140,20,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S001,SKU00141,12,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S001,SKU00142,25,14,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S001,SKU00143,22,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S001,SKU00144,31,10,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S001,SKU00145,13,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S001,SKU00146,35,0,1.0,0.03571428571428571,2.0,0.05357142857142857,980.0,653.3333333333334,0,1,0.0
2025-01-01,S001,SKU00147,25,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S001,SKU00148,19,10,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S001,SKU00149,59,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S001,SKU00151,54,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S001,SKU00153,21,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S001,SKU00154,59,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S001,SKU00155,24,14,1.0,0.03571428571428571,2.0,0.05357142857142857,672.0,448.0,0,1,0.0
2025-01-01,S001,SKU00156,49,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S001,SKU00157,37,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S001,SKU00158,21,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S001,SKU00159,59,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S001,SKU00160,34,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S001,SKU00161,39,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S001,SKU00162,8,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S001,SKU00163,28,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S001,SKU00165,51,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S001,SKU00166,36,0,1.0,0.03571428571428571,2.0,0.05357142857142857,1008.0,672.0,0,1,0.0
2025-01-01,S001,SKU00167,36,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S001,SKU00169,50,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S001,SKU00170,49,10,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S001,SKU00171,36,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S001,SKU00172,23,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00001,21,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00003,42,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00004,10,28,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00005,39,10,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00006,20,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00007,18,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00008,59,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00009,34,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00010,25,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00011,52,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00012,17,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00013,45,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00014,36,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00016,25,14,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00017,54,10,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00018,46,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00019,25,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00020,36,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00022,20,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00023,41,10,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00024,40,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00025,35,10,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00026,33,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00027,19,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00028,32,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00029,57,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00030,58,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00031,18,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00032,39,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00033,29,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00034,57,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00035,14,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00036,48,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00037,45,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00039,49,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00040,12,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00041,45,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00042,14,10,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00043,31,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00044,29,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00045,17,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00046,41,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00047,33,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00048,35,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00049,59,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00050,46,10,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00051,59,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00052,33,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00054,28,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00055,35,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00056,29,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00057,34,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00059,13,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00060,38,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00061,24,14,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00062,37,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00063,54,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00064,55,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00065,58,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00066,24,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00067,41,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00068,10,28,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00069,38,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00070,52,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00071,6,18,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00073,14,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00074,23,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00076,47,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00077,23,0,2.0,0.07142857142857142,3.0,0.10714285714285714,322.0,214.66666666666669,0,1,0.0
2025-01-01,S002,SKU00078,29,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00079,55,10,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00080,39,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00081,36,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00082,23,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00083,50,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00084,28,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00085,14,9,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00086,13,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00087,17,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00089,54,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00090,36,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00091,34,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00092,7,18,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00094,31,10,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00095,44,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00096,30,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00097,36,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00098,39,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00099,41,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00101,49,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00102,35,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00105,39,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00106,23,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00108,46,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00109,44,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00110,45,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00111,37,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00112,53,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00113,56,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00114,58,10,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00115,22,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00116,44,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00118,47,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00119,58,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00120,21,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00121,16,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00123,59,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00124,24,10,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00125,43,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00126,21,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00127,55,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00128,15,10,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00129,37,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00132,53,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00133,13,10,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00134,28,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00135,45,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00136,13,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00137,15,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
2025-01-01,S002,SKU00138,41,0,0.0,0.0,1.0,0.0,inf,inf,0,1,0.0
