sales_date,store_id,sku_id,orders,units,gross_sales,discount_amount,net_sales,discount_ratio,returns_amount,net_sales_after_returns
2025-01-01,S006,SKU00084,1,1,5827.04,262.799504,5564.04,0.0451,0.0,5564.04
2025-01-01,S006,SKU00105,1,1,4760.95,240.427975,4520.43,0.0505,0.0,4520.43
2025-01-01,S006,SKU00128,1,1,4138.05,256.145295,3881.98,0.06189999999999999,0.0,3881.98
2025-01-02,S000,SKU00007,1,1,2541.09,109.26687,2431.7,0.043,0.0,2431.7
2025-01-02,S000,SKU00014,1,1,270056.59,8263.731654000001,261804.83,0.030600000000000002,0.0,261804.83
2025-01-02,S000,SKU00019,1,1,4423.34,157.470904,4266.09,0.0356,0.0,4266.09
2025-01-02,S000,SKU00030,1,1,5512.04,467.972196,5044.28,0.0849,0.0,5044.28
2025-01-02,S000,SKU00034,1,1,5126.61,95.35494599999998,5031.34,0.0186,0.0,5031.34
2025-01-02,S000,SKU00036,1,1,1026.58,29.77082,996.86,0.029,0.0,996.86
2025-01-02,S000,SKU00040,1,1,241513.28,0.0,241513.28,0.0,228610.28,12903.0
2025-01-02,S000,SKU00048,1,1,4328.0,93.05199999999999,4235.15,0.0215,4038.15,196.99999999999955
2025-01-02,S000,SKU00049,1,1,11731.42,333.172328,11398.04,0.028399999999999998,0.0,11398.04
2025-01-02,S000,SKU00074,1,1,2982.83,18.493546,2964.4,0.0062,0.0,2964.4
2025-01-02,S000,SKU00085,1,2,33063.36,558.7707839999999,32503.13,0.0169,0.0,32503.13
2025-01-02,S000,SKU00086,1,1,1730.67,47.593425,1683.15,0.0275,0.0,1683.15
2025-01-02,S000,SKU00105,1,1,4652.67,62.345778,4590.28,0.0134,0.0,4590.28
2025-01-02,S000,SKU00112,1,1,4052.15,318.093775,3734.07,0.0785,0.0,3734.07
2025-01-02,S000,SKU00134,1,1,12127.39,514.201336,11613.34,0.0424,0.0,11613.34
2025-01-02,S000,SKU00148,1,1,7044.15,129.61236,6914.38,0.0184,0.0,6914.38
2025-01-02,S000,SKU00151,1,1,113575.09,5553.821900999999,108019.34,0.0489,0.0,108019.34
2025-01-02,S000,SKU00172,1,1,6932.82,227.396496,6705.27,0.0328,0.0,6705.27
2025-01-02,S001,SKU00008,1,1,1451.22,68.20734,1382.96,0.047,0.0,1382.96
2025-01-02,S001,SKU00018,1,1,3489.4,59.31980000000001,3430.03,0.017,0.0,3430.03
2025-01-02,S001,SKU00025,1,1,5557.31,88.91696,5468.33,0.016,0.0,5468.33
2025-01-02,S001,SKU00071,1,2,12977.48,534.156276,12443.33,0.04116024651935507,0.0,12443.33
2025-01-02,S001,SKU00074,2,2,6008.28,371.925336,5636.38,0.061902131059138395,0.0,5636.38
2025-01-02,S001,SKU00078,1,1,14527.67,566.57913,13961.73,0.039,0.0,13961.73
2025-01-02,S001,SKU00084,1,1,5716.69,97.755399,5618.7,0.0171,0.0,5618.7
2025-01-02,S001,SKU00098,1,1,9112.47,623.292948,8488.85,0.0684,0.0,8488.85
2025-01-02,S001,SKU00111,1,1,12117.58,221.751714,11895.97,0.0183,0.0,11895.97
2025-01-02,S001,SKU00125,1,1,38246.45,2505.142475,35742.62,0.0655,0.0,35742.62
2025-01-02,S001,SKU00144,1,1,199239.62,7292.170092,191952.65,0.0366,0.0,191952.65
2025-01-02,S001,SKU00157,1,1,35558.4,2001.93792,33555.38,0.0563,0.0,33555.38
2025-01-02,S001,SKU00165,1,1,2782.6,135.51262,2647.15,0.0487,0.0,2647.15
2025-01-02,S002,SKU00055,1,1,4829.42,0.0,4829.42,0.0,0.0,4829.42
2025-01-02,S002,SKU00123,1,1,54384.68,0.0,54384.68,0.0,0.0,54384.68
2025-01-02,S003,SKU00029,1,1,8511.36,0.0,8511.36,0.0,0.0,8511.36
2025-01-02,S003,SKU00049,1,1,12108.57,0.0,12108.57,0.0,0.0,12108.57
2025-01-02,S003,SKU00096,1,1,2371.52,0.0,2371.52,0.0,0.0,2371.52
2025-01-02,S003,SKU00111,1,1,12696.44,0.0,12696.44,0.0,0.0,12696.44
2025-01-02,S003,SKU00112,2,2,8170.5599999999995,216.464254,7954.04,0.026493196794344576,3524.64,4429.4
2025-01-02,S003,SKU00119,1,1,4939.61,0.0,4939.61,0.0,0.0,4939.61
2025-01-02,S003,SKU00157,1,1,33856.27,0.0,33856.27,0.0,0.0,33856.27
2025-01-02,S004,SKU00001,1,1,7748.31,755.460225,6992.88,0.0975,0.0,6992.88
2025-01-02,S004,SKU00029,1,1,9034.16,3540.487304,5493.42,0.3919,0.0,5493.42
2025-01-02,S004,SKU00030,1,1,5847.38,543.80634,5303.32,0.093,5045.7,257.6199999999999
2025-01-02,S004,SKU00035,1,1,2391.68,78.447104,2313.3,0.0328,0.0,2313.3
2025-01-02,S004,SKU00047,1,1,2336.02,166.558226,2169.48,0.0713,0.0,2169.48
2025-01-02,S004,SKU00049,1,1,12065.9,604.50159,11461.71,0.0501,11073.85,387.85999999999876
2025-01-02,S004,SKU00059,2,3,20899.77,2177.890668,18722.239999999998,0.10420644188907342,11452.99,7269.249999999998
2025-01-02,S004,SKU00061,1,1,25123.88,3354.0379800000005,21770.17,0.1335,0.0,21770.17
2025-01-02,S004,SKU00069,1,1,5972.55,502.88871,5469.48,0.0842,0.0,5469.48
2025-01-02,S004,SKU00076,1,1,5796.38,748.3126579999999,5047.78,0.1291,0.0,5047.78
2025-01-02,S004,SKU00080,1,1,196628.61,25089.810635999995,171545.34,0.1276,0.0,171545.34
2025-01-02,S004,SKU00082,1,1,1918.72,184.772736,1733.87,0.0963,0.0,1733.87
2025-01-02,S004,SKU00091,1,1,1251.62,151.946668,1099.69,0.12140000000000001,0.0,1099.69
2025-01-02,S004,SKU00108,1,1,2661.18,317.744892,2343.51,0.1194,0.0,2343.51
2025-01-02,S004,SKU00109,1,1,43013.99,4718.634703,38296.2,0.10969999999999999,0.0,38296.2
2025-01-02,S004,SKU00116,1,1,7682.69,951.1170219999999,6731.48,0.1238,0.0,6731.48
2025-01-02,S004,SKU00132,1,1,4232.54,559.118534,3673.23,0.1321,0.0,3673.23
2025-01-02,S004,SKU00137,1,1,224275.0,26643.87,197624.76,0.11879999999999999,0.0,197624.76
2025-01-02,S005,SKU00009,1,1,5395.44,312.93552,5082.51,0.058,4925.1,157.40999999999985
2025-01-02,S005,SKU00010,1,2,20074.74,2714.104848,17360.07,0.1352,0.0,17360.07
2025-01-02,S005,SKU00029,1,1,8591.95,684.778415,7906.77,0.0797,0.0,7906.77
2025-01-02,S005,SKU00035,1,1,2404.93,74.071844,2330.93,0.0308,0.0,2330.93
2025-01-02,S005,SKU00043,1,1,12634.49,849.0377279999999,11784.85,0.0672,0.0,11784.85
2025-01-02,S005,SKU00055,1,1,4428.54,385.72583399999996,4042.6,0.0871,0.0,4042.6
2025-01-02,S005,SKU00062,1,1,3154.06,1044.9400779999999,2109.27,0.3313,0.0,2109.27
2025-01-02,S005,SKU00063,1,1,3278.91,221.65431599999997,3057.35,0.0676,0.0,3057.35
2025-01-02,S005,SKU00077,1,1,23088.97,1089.799384,21998.91,0.04719999999999999,0.0,21998.91
2025-01-02,S005,SKU00091,1,1,1236.5,84.8239,1151.67,0.0686,0.0,1151.67
2025-01-02,S005,SKU00099,1,1,6205.65,821.007495,5384.59,0.1323,0.0,5384.59
2025-01-02,S005,SKU00114,1,1,7598.56,678.551408,6920.23,0.0893,0.0,6920.23
2025-01-02,S005,SKU00146,1,1,24902.05,1474.20136,23426.93,0.0592,0.0,23426.93
2025-01-02,S005,SKU00157,1,1,34846.53,4749.582039,30096.7,0.1363,0.0,30096.7
2025-01-02,S005,SKU00165,1,1,2796.76,153.262448,2643.58,0.054799999999999995,0.0,2643.58
2025-01-02,S006,SKU00003,1,1,2128.13,16.386601000000002,2111.71,0.007700000000000001,0.0,2111.71
2025-01-02,S006,SKU00009,2,2,10530.39,890.681004,9639.77,0.08458195793318198,0.0,9639.77
2025-01-02,S006,SKU00016,1,1,53028.58,811.337274,52218.97,0.0153,0.0,52218.97
2025-01-02,S006,SKU00019,1,1,4569.23,397.97993299999996,4171.35,0.0871,0.0,4171.35
2025-01-02,S006,SKU00022,2,2,7332.1,230.745499,7101.379999999999,0.03147058809890754,0.0,7101.379999999999
2025-01-02,S006,SKU00028,1,1,1810.28,12.67196,1797.69,0.007,0.0,1797.69
2025-01-02,S006,SKU00030,1,1,5674.95,15.889859999999999,5659.08,0.0028,0.0,5659.08
2025-01-02,S006,SKU00035,1,1,2382.74,0.0,2382.74,0.0,0.0,2382.74
2025-01-02,S006,SKU00042,1,1,11879.42,61.772984,11818.05,0.0052,0.0,11818.05
2025-01-02,S006,SKU00050,1,1,6952.87,0.0,6952.87,0.0,0.0,6952.87
2025-01-02,S006,SKU00052,1,1,11263.55,230.902775,11032.54,0.0205,0.0,11032.54
2025-01-02,S006,SKU00064,1,1,1922.83,102.871405,1819.89,0.0535,0.0,1819.89
2025-01-02,S006,SKU00065,1,1,7046.31,194.478156,6851.56,0.0276,0.0,6851.56
2025-01-02,S006,SKU00068,1,1,7895.16,489.49992,7405.46,0.062,0.0,7405.46
2025-01-02,S006,SKU00071,1,1,6576.61,237.415621,6339.3,0.0361,0.0,6339.3
2025-01-02,S006,SKU00077,1,1,24404.05,1315.378295,23088.41,0.0539,0.0,23088.41
2025-01-02,S006,SKU00082,1,1,1797.84,23.012352,1774.84,0.0128,0.0,1774.84
2025-01-02,S006,SKU00085,2,2,32666.050000000003,0.0,32666.050000000003,0.0,0.0,32666.050000000003
2025-01-02,S006,SKU00092,2,2,9200.54,417.6667,8782.59,0.04539588980646787,0.0,8782.59
2025-01-02,S006,SKU00102,1,1,3389.3,234.20063,3154.99,0.0691,0.0,3154.99
2025-01-02,S006,SKU00109,1,1,44247.99,4203.55905,40044.44,0.095,0.0,40044.44
2025-01-02,S006,SKU00114,1,1,7736.18,447.924822,7288.49,0.0579,0.0,7288.49
2025-01-02,S006,SKU00118,1,1,5920.81,443.468669,5477.32,0.0749,0.0,5477.32
2025-01-02,S006,SKU00119,1,1,4896.62,0.0,4896.62,0.0,0.0,4896.62
2025-01-02,S006,SKU00137,1,1,220236.78,0.0,220236.78,0.0,0.0,220236.78
2025-01-02,S006,SKU00154,1,1,4908.34,1.9633360000000002,4906.51,0.0004,0.0,4906.51
2025-01-02,S006,SKU00162,3,4,37861.25,1521.8172769999999,36338.630000000005,0.040194586206213474,0.0,36338.630000000005
2025-01-03,S000,SKU00011,1,1,11424.85,293.618645,11131.51,0.0257,0.0,11131.51
2025-01-03,S000,SKU00012,1,1,220295.39,2180.9243610000003,218111.94,0.0099,0.0,218111.94
2025-01-03,S000,SKU00022,1,1,3770.47,5.655705,3764.97,0.0015,0.0,3764.97
2025-01-03,S000,SKU00029,1,1,8728.9,135.29795,8593.52,0.0155,0.0,8593.52
2025-01-03,S000,SKU00042,1,1,11677.76,181.00528,11496.61,0.0155,0.0,11496.61
2025-01-03,S000,SKU00069,1,1,6338.2,56.40998,6282.08,0.0089,0.0,6282.08
2025-01-03,S000,SKU00087,1,1,5527.73,0.0,5527.73,0.0,0.0,5527.73
2025-01-03,S001,SKU00019,1,2,8881.06,174.06877599999999,8706.9,0.0196,0.0,8706.9
2025-01-03,S001,SKU00022,2,2,7482.89,324.67991000000006,7158.02,0.043389640900774976,3495.14,3662.8800000000006
2025-01-03,S001,SKU00027,1,1,4192.87,368.97256,3823.87,0.088,0.0,3823.87
2025-01-03,S001,SKU00037,1,1,3311.96,139.764712,3172.3,0.0422,0.0,3172.3
2025-01-03,S001,SKU00039,1,2,8104.36,87.527088,8017.2,0.0108,0.0,8017.2
2025-01-03,S001,SKU00048,1,1,4388.37,0.0,4388.37,0.0,0.0,4388.37
2025-01-03,S001,SKU00054,1,1,12416.32,1010.688448,11405.52,0.0814,0.0,11405.52
2025-01-03,S001,SKU00069,1,1,6186.64,26.602552000000003,6159.84,0.0043,0.0,6159.84
2025-01-03,S001,SKU00071,1,2,13904.83,0.0,13904.83,0.0,0.0,13904.83
2025-01-03,S001,SKU00089,1,1,8897.34,25.802286,8871.58,0.0029,0.0,8871.58
2025-01-03,S001,SKU00105,1,1,4792.62,70.930776,4721.78,0.014799999999999999,0.0,4721.78
2025-01-03,S001,SKU00106,1,1,4576.29,83.288478,4492.99,0.0182,0.0,4492.99
2025-01-03,S001,SKU00109,1,1,42756.05,3326.42069,39429.22,0.0778,0.0,39429.22
2025-01-03,S001,SKU00120,1,1,3222.63,238.47462,2984.16,0.074,0.0,2984.16
2025-01-03,S001,SKU00167,1,1,2149.03,13.323986000000001,2135.67,0.0062,0.0,2135.67
2025-01-03,S004,SKU00114,1,1,7622.49,3177.053832,4445.72,0.4168,0.0,4445.72
2025-01-03,S004,SKU00158,1,1,21208.67,2699.8636909999996,18509.62,0.1273,0.0,18509.62
2025-01-03,S004,SKU00166,1,1,1514.62,176.75615399999998,1337.87,0.1167,0.0,1337.87
2025-01-03,S005,SKU00016,1,1,52752.83,4309.9062109999995,48443.55,0.0817,0.0,48443.55
2025-01-03,S005,SKU00017,1,1,91412.25,5375.0403,86036.22,0.0588,0.0,86036.22
2025-01-03,S005,SKU00025,1,1,5533.7,432.73534,5100.88,0.0782,0.0,5100.88
2025-01-03,S005,SKU00037,1,1,3190.26,200.348328,2990.05,0.0628,0.0,2990.05
2025-01-03,S005,SKU00060,1,1,30831.46,2124.287594,28706.12,0.0689,0.0,28706.12
2025-01-03,S005,SKU00074,1,1,2909.19,221.68027800000002,2687.64,0.0762,0.0,2687.64
2025-01-03,S005,SKU00102,1,1,3326.25,438.06712500000003,2888.25,0.1317,0.0,2888.25
2025-01-03,S005,SKU00111,1,2,24403.34,1935.1848619999998,22466.98,0.0793,0.0,22466.98
2025-01-03,S005,SKU00113,1,1,4410.92,354.196876,4056.69,0.0803,0.0,4056.69
2025-01-03,S005,SKU00128,1,1,4138.52,274.38387600000004,3864.3,0.0663,0.0,3864.3
2025-01-03,S005,SKU00142,1,1,246496.18,18117.46923,228376.27,0.0735,0.0,228376.27
2025-01-03,S005,SKU00154,1,1,4881.83,312.43712,4569.27,0.064,0.0,4569.27
2025-01-03,S005,SKU00169,1,1,6325.05,734.338305,5590.43,0.1161,0.0,5590.43
2025-01-03,S005,SKU00170,1,1,3928.87,335.525498,3593.28,0.0854,0.0,3593.28
2025-01-03,S006,SKU00012,1,1,226637.67,9586.773441,217049.97,0.0423,0.0,217049.97
2025-01-03,S006,SKU00025,2,2,10933.8,914.663172,10019.17,0.08365464632607146,0.0,10019.17
2025-01-03,S006,SKU00033,1,1,1482.85,94.754115,1388.1,0.0639,0.0,1388.1
2025-01-03,S006,SKU00050,1,1,6994.7,107.01890999999999,6887.35,0.0153,0.0,6887.35
2025-01-03,S006,SKU00089,1,1,8833.97,534.4551849999999,8299.77,0.0605,0.0,8299.77
2025-01-03,S006,SKU00110,1,1,28231.91,502.52799799999997,27728.09,0.0178,0.0,27728.09
2025-01-03,S006,SKU00128,1,1,4111.22,483.479472,3627.57,0.1176,0.0,3627.57
2025-01-03,S006,SKU00137,2,2,462549.37,9770.273576,452774.45,0.021122661081561953,0.0,452774.45
2025-01-03,S006,SKU00140,1,1,1596.89,0.0,1596.89,0.0,0.0,1596.89
2025-01-03,S006,SKU00160,1,1,10381.69,604.2143580000001,9777.14,0.0582,0.0,9777.14
2025-01-03,S006,SKU00162,1,1,9188.17,333.530571,8854.3,0.0363,0.0,8854.3
2025-01-03,S006,SKU00172,1,1,6972.58,953.1516859999999,6019.6,0.1367,0.0,6019.6
2025-01-04,S000,SKU00030,1,1,5752.99,415.941177,5337.01,0.0723,0.0,5337.01
2025-01-04,S000,SKU00046,1,1,2787.67,201.269774,2586.52,0.0722,0.0,2586.52
2025-01-04,S000,SKU00065,1,1,7047.54,632.164338,6415.26,0.0897,0.0,6415.26
2025-01-04,S000,SKU00078,1,1,14622.89,557.132109,14066.11,0.0381,13662.08,404.03000000000065
2025-01-04,S000,SKU00091,1,1,1229.86,31.976359999999996,1197.88,0.026,0.0,1197.88
2025-01-04,S000,SKU00114,1,1,7754.72,72.894368,7681.51,0.0094,0.0,7681.51
2025-01-04,S000,SKU00145,1,1,37436.22,3238.23303,34199.63,0.0865,0.0,34199.63
2025-01-04,S001,SKU00003,1,1,2149.37,0.0,2149.37,0.0,1969.31,180.05999999999995
2025-01-04,S001,SKU00028,1,1,1789.61,0.0,1789.61,0.0,0.0,1789.61
2025-01-04,S001,SKU00042,1,1,11580.33,0.0,11580.33,0.0,0.0,11580.33
2025-01-04,S001,SKU00092,1,1,4461.2,0.0,4461.2,0.0,0.0,4461.2
2025-01-04,S001,SKU00132,2,2,8204.45,15.45453,8188.9400000000005,0.001883676541389124,8124.93,64.01000000000022
2025-01-04,S001,SKU00161,1,2,15978.72,8.859884000000001,15969.95,0.0005544802086775412,0.0,15969.95
2025-01-04,S002,SKU00004,1,1,7241.77,49.968213,7191.71,0.006899999999999999,0.0,7191.71
2025-01-04,S002,SKU00007,1,1,2597.05,0.0,2597.05,0.0,0.0,2597.05
2025-01-04,S002,SKU00022,1,1,3668.84,0.0,3668.84,0.0,0.0,3668.84
2025-01-04,S002,SKU00052,1,1,11239.37,0.0,11239.37,0.0,0.0,11239.37
2025-01-04,S002,SKU00056,1,1,1763.57,0.529071,1763.03,0.0003,0.0,1763.03
2025-01-04,S002,SKU00062,1,1,3138.68,5.021888,3133.72,0.0016,0.0,3133.72
2025-01-04,S002,SKU00077,1,2,47494.2,0.0,47494.2,0.0,0.0,47494.2
2025-01-04,S002,SKU00096,1,1,2457.87,0.0,2457.87,0.0,0.0,2457.87
2025-01-04,S002,SKU00161,1,1,8185.33,80.216234,8104.93,0.0098,0.0,8104.93
2025-01-04,S003,SKU00001,1,1,7792.41,0.0,7792.41,0.0,0.0,7792.41
2025-01-04,S003,SKU00018,1,1,3434.43,73.840245,3360.57,0.0215,0.0,3360.57
2025-01-04,S003,SKU00046,1,1,2877.79,109.93157799999999,2767.9,0.0382,0.0,2767.9
2025-01-04,S003,SKU00050,1,1,7069.62,139.271514,6930.24,0.0197,0.0,6930.24
2025-01-04,S003,SKU00052,1,1,11421.34,389.467694,11031.33,0.0341,0.0,11031.33
2025-01-04,S003,SKU00066,1,1,92573.27,0.0,92573.27,0.0,0.0,92573.27
2025-01-04,S003,SKU00074,1,1,3005.63,0.0,3005.63,0.0,0.0,3005.63
2025-01-04,S003,SKU00081,1,1,2962.45,23.6996,2938.82,0.008,0.0,2938.82
2025-01-04,S003,SKU00089,1,2,17721.62,334.93861799999996,17386.35,0.0189,0.0,17386.35
2025-01-04,S003,SKU00110,1,1,27690.82,55.38164,27635.79,0.002,0.0,27635.79
2025-01-04,S003,SKU00155,1,2,9589.900000000001,97.44754,9492.3,0.010161476136351785,0.0,9492.3
2025-01-04,S003,SKU00169,1,1,6165.86,65.974702,6100.02,0.0107,0.0,6100.02
2025-01-04,S004,SKU00050,1,1,6908.17,913.9508910000001,5994.39,0.1323,0.0,5994.39
2025-01-04,S004,SKU00056,1,1,1752.31,110.04506799999999,1642.27,0.0628,0.0,1642.27
2025-01-04,S004,SKU00063,1,1,3269.38,141.23721600000002,3128.17,0.0432,0.0,3128.17
2025-01-04,S004,SKU00071,1,1,6739.85,1186.8875850000002,5553.05,0.1761,0.0,5553.05
2025-01-04,S004,SKU00074,1,1,3004.46,439.252052,2565.09,0.1462,0.0,2565.09
2025-01-04,S004,SKU00081,1,1,3036.58,395.36271600000003,2641.33,0.1302,0.0,2641.33
2025-01-04,S004,SKU00101,1,1,11957.26,795.1577900000001,11162.52,0.0665,0.0,11162.52
2025-01-04,S004,SKU00109,1,1,42894.04,6022.323216,36869.71,0.1404,0.0,36869.71
2025-01-04,S004,SKU00113,1,1,4200.23,575.0114869999999,3625.28,0.1369,0.0,3625.28
2025-01-04,S005,SKU00001,1,1,7693.23,456.208539,7236.99,0.0593,0.0,7236.99
2025-01-04,S005,SKU00041,2,2,418423.57999999996,29395.142549999997,389029.29000000004,0.07025211760293242,0.0,389029.29000000004
2025-01-04,S005,SKU00061,1,1,24169.2,2085.8019600000002,22083.25,0.0863,0.0,22083.25
2025-01-04,S005,SKU00064,1,1,1949.02,149.684736,1799.4,0.0768,0.0,1799.4
2025-01-04,S005,SKU00076,1,1,6063.98,474.203236,5589.79,0.0782,0.0,5589.79
2025-01-04,S005,SKU00085,1,1,15954.82,639.788282,15315.27,0.0401,0.0,15315.27
2025-01-04,S005,SKU00086,1,1,1732.31,60.63085,1671.66,0.035,0.0,1671.66
2025-01-04,S005,SKU00098,1,1,8915.98,2836.173238,6080.16,0.3181,0.0,6080.16
2025-01-04,S005,SKU00119,1,1,5077.64,307.704984,4769.92,0.0606,0.0,4769.92
2025-01-04,S005,SKU00121,1,1,12999.9,985.39242,12015.1,0.0758,0.0,12015.1
