sku_id,product_id,category,brand,first_tx_date,last_tx_date,active_months,orders,units_sold,gross_sales,discount_amount,net_sales,avg_selling_price,discount_ratio,returns_amount,return_rate_amount,store_coverage,channel_mix_online_pct
SKU00012,PR0006,Electronics,JBL,2025-01-01,2025-12-28,12,114,115,25083635.11,917941.598569,24165686.33,210136.4028695652,0.0365952380722939,1617288.1800000002,0.0669249843730799,6,0.2956521739130435
SKU00013,PR0006,Electronics,JBL,2025-01-04,2025-12-23,12,122,122,26107251.92,1262652.348344,24844670.92,203644.8436065574,0.04836404659567861,913149.0,0.03675432059214411,6,0.29508196721311475
SKU00014,PR0007,Electronics,HP,2025-01-01,2025-12-22,12,129,129,33938135.09,1550350.636461,32387723.2,251067.62170542634,0.04568166849326428,1615128.53,0.04986854185539044,6,0.34108527131782945
SKU00016,PR0008,Electronics,HP,2025-01-02,2025-12-29,12,118,118,6358926.89,333393.208344,6025502.89,51063.58381355932,0.052429162044352426,236313.94,0.03921895720806799,6,0.3220338983050847
SKU00017,PR0008,Electronics,HP,2025-01-03,2025-12-30,12,121,121,11330052.25,518708.991144,10811322.92,89349.77619834711,0.04578169453225602,603882.59,0.055856493647310275,6,0.35537190082644626
SKU00018,PR0009,Attach & Addons,Logitech,2025-01-01,2025-12-28,12,241,295,1034897.88,43181.602452,991715.6900000001,3361.7481016949155,0.041725471939318304,12880.5,0.012988097425382067,6,0.27796610169491526
SKU00019,PR0009,Attach & Addons,Logitech,2025-01-02,2025-12-31,12,211,258,1144502.83,47949.28779,1096555.28,4250.214263565892,0.04189529858130626,16582.07,0.015121964485000701,6,0.2868217054263566
SKU00020,PR0010,Electronics,Dell,2025-01-04,2025-12-30,12,107,108,1906012.3,108446.559681,1797568.61,16644.153796296298,0.05689709330889418,96987.44,0.053954791745056116,6,0.3055555555555556
SKU00022,PR0011,Attach & Addons,Logitech,2025-01-01,2025-12-31,12,451,546,2058995.61,66310.09415,1992684.99,3649.6062087912087,0.03220506825169967,61817.12,0.03102202320498234,6,0.32783882783882784
SKU00023,PR0012,Electronics,Dell,2025-01-06,2025-12-31,12,117,117,646782.61,32243.201133,614539.65,5252.475641025641,0.04985168221050346,34177.14,0.05561421464017822,6,0.3333333333333333
SKU00024,PR0012,Electronics,Dell,2025-01-07,2025-12-30,12,137,137,633323.94,27075.638745,606247.33,4425.16299270073,0.04275164261909948,36706.41,0.060546922326239365,6,0.291970802919708
SKU00025,PR0013,Attach & Addons,Baseus,2025-01-02,2025-12-30,12,248,298,1649264.78,68055.717333,1581209.8,5306.073154362416,0.04126427615400845,51350.56,0.03247548807248728,6,0.31543624161073824
SKU00026,PR0013,Attach & Addons,Baseus,2025-01-01,2025-12-31,12,208,248,1129286.75,50019.100501,1079263.62,4351.869435483872,0.04429264799308059,36843.66,0.03413777627378935,6,0.3064516129032258
SKU00027,PR0014,Attach & Addons,Anker,2025-01-03,2025-12-29,12,214,272,1147521.4,53972.813647,1093547.06,4020.3936029411766,0.047034254565535775,18760.79,0.017155905480647535,6,0.34191176470588236
SKU00028,PR0014,Attach & Addons,Anker,2025-01-02,2025-12-31,12,234,283,511125.02,24510.523799,486615.35,1719.4888692579505,0.047954067674088816,15829.49,0.032529779424344096,6,0.30742049469964666
SKU00029,PR0015,Fashion,Nike,2025-01-02,2025-12-30,12,193,194,1682978.43,84356.050327,1598619.49,8240.306649484535,0.05012307277580498,69707.55,0.0436048418251175,6,0.33505154639175255
SKU00030,PR0015,Fashion,Nike,2025-01-02,2025-12-31,12,195,196,1109879.36,53403.662662,1056473.61,5390.171479591837,0.04811663734516155,45828.68,0.043378916014759704,6,0.336734693877551
SKU00031,PR0015,Fashion,Nike,2025-01-01,2025-12-30,12,234,235,2326902.19,102150.890211,2224751.28,9467.026723404255,0.04389995017839577,79464.83,0.03571852310609751,6,0.33191489361702126
SKU00032,PR0015,Fashion,Nike,2025-01-06,2025-12-30,12,222,224,2208837.02,116302.83529,2092536.78,9341.682053571429,0.05265342541660226,98846.20999999999,0.04723750184214205,6,0.3169642857142857
SKU00033,PR0016,Fashion,Adidas,2025-01-01,2025-12-31,12,221,223,332403.89,15263.377064,317141.04,1422.157130044843,0.045918166192339085,24137.91,0.0761109631222752,6,0.273542600896861
SKU00034,PR0016,Fashion,Adidas,2025-01-01,2025-12-30,12,204,204,1050907.06,54230.238485,996675.65,4885.664950980392,0.05160326783321829,38010.44,0.03813722147220111,6,0.3137254901960784
SKU00035,PR0016,Fashion,Adidas,2025-01-01,2025-12-30,12,404,409,980043.29,27978.881551,952062.82,2327.78195599022,0.02854861804216832,57531.29,0.0604280398219941,6,0.3374083129584352
SKU00036,PR0017,Fashion,Nike,2025-01-01,2025-12-30,12,231,234,247541.36,11400.488392,236141.3,1009.1508547008547,0.04605488307893275,9700.22,0.04107803251697183,6,0.3247863247863248
SKU00037,PR0017,Fashion,Nike,2025-01-03,2025-12-30,12,197,198,640038.64,28761.284648,611277.26,3087.258888888889,0.044936794203549964,27325.23,0.04470185918579729,6,0.2777777777777778
SKU00039,PR0018,Attach & Addons,Baseus,2025-01-01,2025-12-30,12,192,221,850313.2,34438.186727,815875.35,3691.7436651583707,0.04050059052005779,32071.51,0.03930932586699672,6,0.29411764705882354
SKU00040,PR0019,Electronics,HP,2025-01-02,2025-12-30,12,137,137,33755012.52,1480520.0758180001,32274432.6,235579.80000000002,0.043860747346509944,1778912.78,0.05511832855583648,6,0.23357664233576642
SKU00041,PR0019,Electronics,HP,2025-01-04,2025-12-29,12,120,120,24720965.78,1090795.974992,23630242.15,196918.68458333332,0.044124326885096314,378678.57,0.016025166716287755,6,0.3
SKU00042,PR0020,Fashion,Outfitters,2025-01-02,2025-12-30,12,208,209,2445372.61,112463.210435,2332910.7,11162.252153110048,0.045990214323615906,53165.37,0.022789286362311253,6,0.3397129186602871
SKU00043,PR0020,Fashion,Outfitters,2025-01-02,2025-12-24,12,193,195,2496698.3,117231.927796,2379469.64,12202.40841025641,0.04695478336169012,90463.24,0.03801823670252839,6,0.3282051282051282
SKU00044,PR0020,Fashion,Outfitters,2025-01-05,2025-12-31,12,227,227,3562586.4,170875.716576,3391710.12,14941.454273127754,0.0479639501728295,127514.38,0.03759589572472072,6,0.2511013215859031
SKU00045,PR0021,Electronics,Anker,2025-01-01,2025-12-28,12,111,111,990590.84,50961.318109,939630.94,8465.143603603603,0.05144537588193325,41566.880000000005,0.04423745348359858,6,0.3333333333333333
SKU00046,PR0022,Fashion,Khaadi,2025-01-01,2025-12-28,12,211,213,614681.56,27235.04809,587444.41,2757.9549765258216,0.04430757299763474,43584.26,0.07419299470395846,6,0.29107981220657275
SKU00047,PR0022,Fashion,Khaadi,2025-01-02,2025-12-30,12,225,228,533850.46,25883.650082,507966.11,2227.9215350877193,0.04848483240419049,39565.8,0.07789062935714354,6,0.3157894736842105
SKU00048,PR0023,Fashion,Adidas,2025-01-02,2025-12-30,12,205,206,898074.1,37482.014765,860592.28,4177.632427184466,0.04173599346089593,56009.74,0.06508278229035473,6,0.3155339805825243
SKU00049,PR0023,Fashion,Adidas,2025-01-02,2025-12-31,12,214,217,2568596.35,119592.83481100001,2449001.5,11285.721198156682,0.0465596063044316,117234.18,0.04787019526121156,6,0.33640552995391704
SKU00050,PR0023,Fashion,Adidas,2025-01-02,2025-12-31,12,228,229,1602684.09,75106.934675,1527577.5,6670.644104803493,0.046863218486807336,31276.69,0.020474699319674453,6,0.314410480349345
SKU00051,PR0024,Electronics,HP,2025-01-16,2025-12-31,12,125,126,2982521.72,124911.750378,2857599.33,22679.35976190476,0.04188125422201451,171570.63,0.06004012815890463,6,0.40476190476190477
SKU00052,PR0025,Attach & Addons,Anker,2025-01-01,2025-12-31,12,212,253,2827955.87,133295.024518,2694668.66,10650.864268774703,0.04713476116513798,120767.03,0.04481702399730288,6,0.28063241106719367
SKU00054,PR0026,Fashion,Outfitters,2025-01-03,2025-12-31,12,204,206,2560525.31,120749.313649,2439774.44,11843.565242718447,0.04715802385448789,99682.72,0.040857350731160216,6,0.27184466019417475
SKU00055,PR0027,Fashion,Levis,2025-01-02,2025-12-30,12,202,203,950959.63,41706.004928,909253.17,4479.079655172414,0.04385675649343811,12927.099999999999,0.014217272401700835,6,0.33497536945812806
SKU00056,PR0027,Fashion,Levis,2025-01-04,2025-12-30,12,189,190,336745.6,15661.134921,321085.23,1689.9222631578946,0.04650731864351012,12938.8,0.040297088720026145,6,0.3157894736842105
SKU00057,PR0027,Fashion,Levis,2025-01-06,2025-12-28,12,226,227,1444870.08,60655.437494,1384209.14,6097.837621145374,0.041979855721007105,63501.270000000004,0.045875488150583954,6,0.30837004405286345
SKU00059,PR0028,Attach & Addons,Spigen,2025-01-01,2025-12-30,12,210,268,1863243.94,92605.343834,1770640.95,6606.86921641791,0.04970113780914806,67179.75,0.03794092190175541,6,0.30970149253731344
SKU00060,PR0029,Electronics,JBL,2025-01-03,2025-12-31,12,135,135,4163221.98,221999.606601,3941218.19,29194.208814814814,0.05332398984908319,192665.86000000002,0.04888484999101256,6,0.2518518518518518
SKU00061,PR0029,Electronics,JBL,2025-01-02,2025-12-31,12,144,144,3556249.89,162927.650161,3393320.31,23564.724375,0.04581445488944535,291922.25,0.08602849814670163,6,0.3125
SKU00062,PR0030,Fashion,Outfitters,2025-01-02,2025-12-28,12,205,207,664803.62,33181.359647,631622.97,3051.3186956521736,0.04991152070892754,29375.42,0.046507839953952274,6,0.26570048309178745
SKU00063,PR0030,Fashion,Outfitters,2025-01-01,2025-12-28,12,206,207,677940.53,30630.462876,647309.13,3127.0972463768117,0.045181636914376544,26923.190000000002,0.04159247684332832,6,0.3333333333333333
SKU00064,PR0030,Fashion,Outfitters,2025-01-02,2025-12-31,12,212,214,410349.87,18750.098589,391599.92,1829.9061682242989,0.04569295608403629,27685.39,0.07069815029584275,6,0.3037383177570093
SKU00065,PR0030,Fashion,Outfitters,2025-01-02,2025-12-30,12,218,220,1548439.68,68602.28007,1479837.85,6726.535681818183,0.04430413464346251,78295.65,0.052908262888396854,6,0.2772727272727273
SKU00066,PR0031,Electronics,OPPO,2025-01-04,2025-12-29,12,135,135,12712482.94,674886.132601,12037616.19,89167.52733333333,0.05308845925585958,247638.94,0.020572091358563246,6,0.32592592592592595
SKU00067,PR0031,Electronics,OPPO,2025-01-01,2025-12-30,12,128,129,18507714.74,1131406.377448,17376390.84,134700.7041860465,0.06113160880974331,1138001.05,0.06549122084549061,6,0.32558139534883723
SKU00068,PR0032,Fashion,Outfitters,2025-01-01,2025-12-31,12,197,197,1576241.27,68346.898316,1507893.14,7654.279898477157,0.043360683175108085,59021.9,0.03914196466203169,6,0.27918781725888325
SKU00069,PR0032,Fashion,Outfitters,2025-01-02,2025-12-31,12,203,204,1261259.85,62945.612096000004,1198315.51,5874.095637254902,0.04990693400412294,38022.99,0.03173036623718573,6,0.29411764705882354
SKU00070,PR0032,Fashion,Outfitters,2025-01-01,2025-12-31,12,192,196,468559.75,22687.912513,445869.59,2274.844846938776,0.04842053230777932,20110.69,0.04510442167630225,6,0.3520408163265306
SKU00071,PR0032,Fashion,Outfitters,2025-01-02,2025-12-31,12,418,426,2836180.58,99150.508931,2737036.9,6424.969248826291,0.034959166433260046,86995.01,0.03178437601626781,6,0.33098591549295775
SKU00073,PR0033,Electronics,Anker,2025-01-08,2025-12-30,12,125,125,5619467.31,299401.97572,5320079.49,42560.63592,0.053279422977905,236069.5,0.04437330315152866,6,0.352
SKU00074,PR0034,Fashion,Khaadi,2025-01-01,2025-12-31,12,211,211,626794.7,29444.848632,597351.87,2831.0515165876777,0.046976862810103534,13823.73,0.023141686992626306,6,0.33649289099526064
SKU00076,PR0034,Fashion,Khaadi,2025-01-01,2025-12-31,12,232,235,1405107.79,65182.909456,1339922.39,5701.797404255319,0.04638997087618452,81672.8,0.060953381038733156,6,0.2680851063829787
SKU00077,PR0035,Attach & Addons,Belkin,2025-01-01,2025-12-31,12,423,512,12114221.56,376418.671538,11737834.07,22925.45716796875,0.03107246055172859,487131.57,0.04150097599735451,6,0.333984375
SKU00078,PR0035,Attach & Addons,Belkin,2025-01-01,2025-12-28,12,218,264,3797860.46,148304.012608,3649565.89,13824.11321969697,0.03904935796614286,315776.34,0.08652435646257095,6,0.3333333333333333
SKU00079,PR0036,Electronics,JBL,2025-01-17,2025-12-31,12,108,109,41199760.06,2073600.286522,39126301.32,358956.8928440367,0.05033039715527897,681599.19,0.01742048614371812,6,0.30275229357798167
SKU00080,PR0037,Electronics,JBL,2025-01-02,2025-12-31,12,115,115,23549501.27,1285218.847276,22264258.94,193602.25165217393,0.05457520448270623,362783.67,0.016294441731820784,6,0.2782608695652174
SKU00081,PR0038,Fashion,Adidas,2025-01-04,2025-12-30,12,199,199,584424.02,27421.82733,557001.16,2799.0008040201005,0.046921116161515744,20526.91,0.0368525444363527,6,0.3015075376884422
SKU00082,PR0038,Fashion,Adidas,2025-01-02,2025-12-31,12,429,431,779244.75,37739.802615,741505.76,1720.4309976798145,0.048431256822711995,30363.73,0.04094874461932703,6,0.3642691415313225
SKU00083,PR0038,Fashion,Adidas,2025-01-07,2025-12-30,12,211,211,362943.5,22252.221120000002,340690.06,1614.6448341232228,0.061310427435675253,14231.45,0.041772425059891684,6,0.3222748815165877
SKU00084,PR0038,Fashion,Adidas,2025-01-01,2025-12-31,12,203,203,1168836.34,66933.529125,1101906.99,5428.113251231527,0.057265099342308265,15966.84,0.014490188504929986,6,0.3054187192118227
SKU00085,PR0039,Attach & Addons,Baseus,2025-01-02,2025-12-30,12,413,509,8415246.22,263990.57339,8151260.9,16014.265029469549,0.031370510914177384,302185.04000000004,0.0370721835194847,6,0.32612966601178783
SKU00086,PR0040,Fashion,Sapphire,2025-01-02,2025-12-31,12,184,184,322173.8,15904.811446,306269.39,1664.5075543478263,0.04936717835528525,19085.0,0.06231442195382307,6,0.30978260869565216
SKU00087,PR0040,Fashion,Sapphire,2025-01-03,2025-12-31,12,405,407,2275398.49,71943.504824,2203454.96,5413.89425061425,0.03161798038461386,78083.69,0.03543693491243406,6,0.37346437346437344
SKU00089,PR0041,Attach & Addons,Spigen,2025-01-03,2025-12-28,12,226,280,2465975.49,95885.303246,2370092.16,8464.614857142858,0.03888331560262182,64710.55,0.027302967830584276,6,0.33214285714285713
SKU00090,PR0042,Fashion,Sapphire,2025-01-05,2025-12-31,12,221,224,876882.32,41836.185295,835044.68,3727.878035714286,0.04771014803331878,43546.6,0.052148826335855464,6,0.29017857142857145
SKU00091,PR0042,Fashion,Sapphire,2025-01-01,2025-12-30,12,190,190,242457.74,12392.258952,230065.14,1210.8691578947369,0.05111100578599801,19438.42,0.08449094026152766,6,0.3157894736842105
SKU00092,PR0042,Fashion,Sapphire,2025-01-01,2025-12-31,12,374,376,1707091.75,53378.683161,1653712.15,4398.170611702128,0.031268783977779754,103419.31,0.06253767319784159,6,0.32978723404255317
SKU00094,PR0043,Electronics,Samsung,2025-01-06,2025-12-31,12,122,122,23994001.98,1195254.1735110001,22798760.27,186875.08418032786,0.04981470679661085,1377802.06,0.06043320091456886,6,0.27049180327868855
SKU00095,PR0044,Fashion,Outfitters,2025-01-01,2025-12-29,12,196,199,1067186.76,42110.795656,1025076.36,5151.137487437186,0.03945963090471625,44367.19,0.04328183902319238,6,0.27638190954773867
SKU00096,PR0044,Fashion,Outfitters,2025-01-02,2025-12-30,12,245,245,594423.0,27990.238569,566432.5,2311.969387755102,0.04708808133097138,30578.03,0.05398353731468445,6,0.24897959183673468
SKU00097,PR0044,Fashion,Outfitters,2025-01-08,2025-12-31,12,201,203,745474.67,34091.829954,711382.44,3504.3469950738913,0.04573170803241376,26402.12,0.03711382023992608,6,0.33004926108374383
SKU00098,PR0045,Fashion,Adidas,2025-01-02,2025-12-30,12,211,211,1902020.39,92118.293546,1809902.14,8577.735260663507,0.04843181178830581,75442.25,0.041683054753446504,6,0.26540284360189575
SKU00099,PR0045,Fashion,Adidas,2025-01-01,2025-12-31,12,222,222,1307416.98,49260.914892,1258160.14,5667.388018018018,0.037678044300755525,32468.67,0.025806468483415793,6,0.36036036036036034
SKU00101,PR0045,Fashion,Adidas,2025-01-04,2025-12-31,12,211,212,2489865.72,125778.783699,2364084.93,11151.344009433964,0.05051629197858911,111587.94,0.047201324531094574,6,0.32547169811320753
SKU00102,PR0046,Fashion,Nike,2025-01-01,2025-12-30,12,207,207,718276.15,31775.713394,686498.58,3316.418260869565,0.044238853530080315,25421.96,0.03703133661252438,6,0.3333333333333333
SKU00105,PR0047,Fashion,Khaadi,2025-01-01,2025-12-30,12,196,196,925495.48,52633.691639,872864.48,4453.390204081633,0.056870825170318495,34555.65,0.039588791607146165,6,0.3469387755102041
SKU00106,PR0047,Fashion,Khaadi,2025-01-03,2025-12-31,12,235,238,1104869.74,59643.440754,1045225.24,4391.702689075631,0.05398232804710536,37739.33,0.03610640898798043,6,0.3067226890756303
SKU00108,PR0048,Attach & Addons,Logitech,2025-01-02,2025-12-31,12,225,278,744120.61,35489.941344,708632.19,2549.036654676259,0.0476938024119504,23990.260000000002,0.033854318698110515,6,0.302158273381295
SKU00109,PR0049,Electronics,Samsung,2025-01-02,2025-12-29,12,140,141,6082958.91,330386.503868,5752574.41,40798.40007092198,0.054313453165837675,196208.5,0.03410794646287765,6,0.3829787234042553
SKU00110,PR0049,Electronics,Samsung,2025-01-03,2025-12-31,12,142,143,4064930.14,195333.161412,3869604.5,27060.171328671328,0.04805326406224535,205402.19,0.05308092597059984,6,0.3076923076923077
SKU00111,PR0050,Attach & Addons,Baseus,2025-01-02,2025-12-31,12,231,277,3446502.4,175929.35575,3270569.19,11807.108989169676,0.051045766209244475,79381.23999999999,0.024271383783200134,6,0.33212996389891697
SKU00112,PR0051,Fashion,Levis,2025-01-01,2025-12-30,12,194,196,797047.4,39741.007918,757304.35,3863.7977040816327,0.0498602817323035,32880.13,0.04341732620445135,6,0.2653061224489796
SKU00113,PR0051,Fashion,Levis,2025-01-03,2025-12-31,12,236,238,1040433.97,47040.676487,993397.24,4173.937983193277,0.0452125534569003,57328.51,0.05770955232370084,6,0.36554621848739494
SKU00114,PR0052,Attach & Addons,Baseus,2025-01-01,2025-12-31,12,219,274,2104785.94,114315.716379,1990473.22,7264.500802919708,0.05431227670544018,49123.75,0.024679432763230043,6,0.29927007299270075
SKU00115,PR0053,Electronics,Samsung,2025-01-04,2025-12-27,12,131,131,14482905.1,734952.229669,13747925.0,104945.99236641222,0.05074618832301815,313692.68,0.0228174564525192,6,0.44274809160305345
SKU00116,PR0054,Attach & Addons,Belkin,2025-01-02,2025-12-30,12,196,242,1851678.17,84503.254763,1767171.91,7302.36326446281,0.04563603769385044,43231.45,0.024463635798737882,6,0.2892561983471074
SKU00118,PR0056,Fashion,Khaadi,2025-01-02,2025-12-31,12,197,198,1152506.44,57031.139541,1095472.75,5532.690656565656,0.04948444326350142,42438.13,0.03873955787581206,6,0.25252525252525254
SKU00119,PR0056,Fashion,Khaadi,2025-01-02,2025-12-31,12,247,252,1258156.38,61647.139943,1196506.21,4748.0405158730155,0.0489979949416145,49192.97,0.0411138442816774,6,0.30158730158730157
SKU00120,PR0056,Fashion,Khaadi,2025-01-03,2025-12-30,12,204,204,674852.6,29935.174073000002,644917.16,3161.3586274509807,0.04435809252716816,11644.43,0.018055698812542063,6,0.2647058823529412
SKU00121,PR0057,Fashion,Adidas,2025-01-01,2025-12-28,12,201,203,2673008.18,120791.062883,2552212.87,12572.477192118227,0.045189185647385485,71142.8,0.02787494759400692,6,0.3842364532019704
SKU00123,PR0058,Electronics,Dell,2025-01-01,2025-12-24,12,125,127,6971068.29,310742.642106,6660309.76,52443.38393700787,0.04457604332348321,206550.72,0.031012179229333622,6,0.33858267716535434
SKU00124,PR0059,Electronics,Samsung,2025-01-01,2025-12-31,12,119,120,5131082.82,233770.929005,4897288.12,40810.734333333334,0.04555976529823387,236423.05,0.04827632032399188,6,0.375
SKU00125,PR0059,Electronics,Samsung,2025-01-02,2025-12-26,12,131,131,5123703.5,245388.198176,4878319.6,37239.08091603053,0.047892739729377395,106603.66,0.021852537090845794,6,0.3282442748091603
SKU00126,PR0060,Attach & Addons,Anker,2025-01-08,2025-12-31,12,235,298,1396928.53,92289.73205800001,1304638.96,4377.983087248322,0.06606618024903536,50860.94,0.03898468584749301,6,0.23825503355704697
SKU00127,PR0060,Attach & Addons,Anker,2025-01-01,2025-12-30,12,229,278,1921857.74,106265.376778,1815592.59,6530.908597122302,0.055293050347212484,61877.1,0.034080938830004806,6,0.29136690647482016
SKU00128,PR0061,Attach & Addons,Spigen,2025-01-01,2025-12-30,12,235,298,1230991.3800000001,64480.281448,1166509.65,3914.4619127516776,0.05238077414319505,29314.710000000003,0.025130276461922115,6,0.2986577181208054
SKU00129,PR0062,Electronics,Xiaomi,2025-01-04,2025-12-29,12,131,131,2681643.2600000002,128721.483702,2552926.74,19487.990381679392,0.048000972247889524,151003.76,0.059149272728445,6,0.29770992366412213
SKU00132,PR0063,Fashion,Sapphire,2025-01-02,2025-12-30,12,207,207,841568.2,40101.601164,801464.57,3871.809516908212,0.04765104142955972,33618.95,0.04194689479536195,6,0.3140096618357488
SKU00133,PR0064,Attach & Addons,Spigen,2025-01-01,2025-12-30,12,208,252,596400.89,26146.574635,570254.35,2262.914087301587,0.0438406029793148,10112.76,0.01773377090415882,6,0.2857142857142857
SKU00134,PR0065,Electronics,JBL,2025-01-02,2025-12-29,12,127,128,1517769.65,72527.674556,1445244.37,11290.971640625,0.047785693010793835,52227.24,0.03613730735377298,6,0.34375
SKU00135,PR0065,Electronics,JBL,2025-01-05,2025-12-30,12,114,114,1444871.87,68307.312809,1376566.72,12075.146666666666,0.0472756887494806,34609.15,0.02514164369744461,6,0.32456140350877194
SKU00136,PR0066,Electronics,Anker,2025-01-01,2025-12-26,12,139,139,910974.23,39669.025062,871304.76,6268.379568345324,0.04354571595510446,41592.68,0.04773608719869727,6,0.39568345323741005
SKU00137,PR0067,Electronics,Anker,2025-01-02,2025-12-30,12,366,368,83233115.75,2600528.808776,80632593.92,219110.3095652174,0.031243919987171694,3783284.16,0.04692003538610705,6,0.3532608695652174
SKU00138,PR0067,Electronics,Anker,2025-01-05,2025-12-27,12,137,137,28236556.84,1321983.150809,26914574.09,196456.74518248174,0.046818142817479584,750816.71,0.027896287992124045,6,0.40875912408759124
SKU00139,PR0068,Attach & Addons,Belkin,2025-01-01,2025-12-31,12,199,233,4266708.24,205841.404117,4060888.1,17428.704291845494,0.04824360901625652,100395.13,0.02472245664686008,6,0.33905579399141633
SKU00140,PR0069,Fashion,Khaadi,2025-01-01,2025-12-27,12,215,216,347752.83,16014.108929,331739.53,1535.8311574074075,0.04605026198924103,16635.73,0.050146963191272376,6,0.35185185185185186
SKU00141,PR0069,Fashion,Khaadi,2025-01-01,2025-12-31,12,212,212,600201.11,33399.285777,566800.9,2673.5891509433964,0.055646824406905875,26006.329999999998,0.045882654738198185,6,0.30660377358490565
SKU00142,PR0070,Electronics,Anker,2025-01-03,2025-12-29,12,110,110,27097196.93,1272827.376621,25824289.87,234766.27154545457,0.04697265846017527,897553.23,0.03475616307431109,6,0.4
SKU00143,PR0071,Electronics,JBL,2025-01-01,2025-12-30,12,117,119,44579518.160000004,2010737.514559,42568947.97,357722.2518487395,0.04510451430502855,986129.27,0.023165460201059324,6,0.3025210084033613
SKU00144,PR0071,Electronics,JBL,2025-01-01,2025-12-28,12,126,126,25164211.16,1074490.327355,24089774.97,191188.69023809524,0.042699146042096715,1843900.17,0.07654285572597858,6,0.3333333333333333
SKU00145,PR0072,Electronics,Dell,2025-01-04,2025-12-30,12,134,134,5138483.45,248530.872344,4889947.46,36492.145223880594,0.04836658028819768,137256.39,0.028069092995939883,6,0.35074626865671643
SKU00146,PR0072,Electronics,Dell,2025-01-01,2025-12-30,12,135,135,3380579.77,162540.90552600002,3218048.29,23837.39474074074,0.04808077802761034,160866.49,0.04998883655658256,6,0.32592592592592595
SKU00147,PR0073,Electronics,HP,2025-01-06,2025-12-30,12,123,123,10545492.96,530500.708913,10014952.55,81422.37845528456,0.05030591845494911,318327.65,0.031785237964008124,6,0.3252032520325203
SKU00148,PR0074,Electronics,Xiaomi,2025-01-01,2025-12-31,12,114,115,820043.3,41211.103833,778831.27,6772.445826086957,0.05025479000072313,58506.91,0.07512141878946386,6,0.3391304347826087
SKU00149,PR0075,Electronics,Lenovo,2025-01-01,2025-12-27,12,134,135,3411820.54,137886.456418,3273947.77,24251.464962962964,0.04041433445910376,110674.39,0.03380456799407035,6,0.34074074074074073
SKU00151,PR0076,Electronics,OPPO,2025-01-02,2025-12-30,12,122,123,14060922.55,712973.803515,13347942.69,108519.85926829268,0.05070604727248142,592437.85,0.04438420689683078,6,0.3170731707317073
SKU00153,PR0078,Electronics,Dell,2025-01-01,2025-12-30,12,116,116,4149504.91,186834.359441,3962672.08,34160.966206896555,0.045025699087797924,160002.73,0.04037748437665324,6,0.3620689655172414
SKU00154,PR0079,Attach & Addons,Baseus,2025-01-01,2025-12-31,12,247,291,1392125.86,71510.03150900001,1320617.48,4538.204398625429,0.0513675045940171,54761.95,0.04146692803127216,6,0.24054982817869416
SKU00155,PR0080,Electronics,Samsung,2025-01-01,2025-12-29,12,127,128,611908.29,26806.062257,585101.1,4571.10234375,0.043807319977639134,25537.16,0.04364572208119247,6,0.296875
SKU00156,PR0081,Electronics,Lenovo,2025-01-01,2025-12-28,12,123,125,36340522.46,1759773.958544,34580768.59,276646.14872000006,0.04842456407942353,504666.61,0.014593851744114747,6,0.256
