transaction_id,order_date,sales_amount,quantity,discount,product_id,customer_id,region_id,rep_id,ship_mode
CA-2016-137330,12/9/2016,60.34,7,0.0,OFF-AP-10001492,KB-16585,1,1,Standard Class
US-2017-156909,7/16/2017,71.372,2,0.3,FUR-CH-10002774,SF-20065,2,2,Second Class
CA-2015-106320,9/25/2015,1044.63,3,0.0,FUR-TA-10000577,EB-13870,4,4,Standard Class
CA-2016-121755,1/16/2016,11.648,2,0.2,OFF-BI-10001634,EH-13945,4,4,Second Class
CA-2016-121755,1/16/2016,90.57,3,0.0,TEC-AC-10003027,EH-13945,4,4,Second Class
US-2015-150630,9/17/2015,3083.43,7,0.5,FUR-BO-10004834,TB-21520,2,2,Standard Class
US-2015-150630,9/17/2015,9.618,2,0.7,OFF-BI-10000474,TB-21520,2,2,Standard Class
US-2015-150630,9/17/2015,124.2,3,0.2,FUR-FU-10004848,TB-21520,2,2,Standard Class
US-2015-150630,9/17/2015,3.264,2,0.2,OFF-EN-10001509,TB-21520,2,2,Standard Class
US-2015-150630,9/17/2015,86.304,6,0.2,OFF-AR-10004042,TB-21520,2,2,Standard Class
US-2015-150630,9/17/2015,6.858,6,0.7,OFF-BI-10001525,TB-21520,2,2,Standard Class
US-2015-150630,9/17/2015,15.76,2,0.2,OFF-AR-10001683,TB-21520,2,2,Standard Class
CA-2017-107727,10/19/2017,29.472,3,0.2,OFF-PA-10000249,MA-17560,1,1,Second Class
CA-2016-117590,12/8/2016,1097.544,7,0.2,TEC-PH-10004977,GH-14485,1,1,First Class
CA-2016-117590,12/8/2016,190.92,5,0.6,FUR-FU-10003664,GH-14485,1,1,First Class
CA-2015-117415,12/27/2015,113.328,9,0.2,OFF-EN-10002986,SN-20710,1,1,Standard Class
CA-2015-117415,12/27/2015,532.3992,3,0.32,FUR-BO-10002545,SN-20710,1,1,Standard Class
CA-2015-117415,12/27/2015,212.058,3,0.3,FUR-CH-10004218,SN-20710,1,1,Standard Class
CA-2015-117415,12/27/2015,371.168,4,0.2,TEC-PH-10000486,SN-20710,1,1,Standard Class
CA-2017-120999,9/10/2017,147.168,4,0.2,TEC-PH-10004093,LC-16930,1,1,Standard Class
CA-2016-101343,7/17/2016,77.88,2,0.0,OFF-ST-10003479,RA-19885,4,4,Standard Class
CA-2017-139619,9/19/2017,95.616,2,0.2,OFF-ST-10003282,ES-14080,3,3,Standard Class
CA-2016-118255,3/11/2016,45.98,2,0.0,TEC-AC-10000171,ON-18715,1,1,First Class
CA-2016-118255,3/11/2016,17.46,2,0.0,OFF-BI-10003291,ON-18715,1,1,First Class
CA-2014-146703,10/20/2014,211.96,4,0.0,OFF-ST-10001713,PO-18865,1,1,Second Class
CA-2016-169194,6/20/2016,45.0,3,0.0,TEC-AC-10002167,LH-16900,2,2,Standard Class
CA-2016-169194,6/20/2016,21.8,2,0.0,TEC-PH-10003988,LH-16900,2,2,Standard Class
CA-2015-115742,4/18/2015,38.22,6,0.0,OFF-BI-10004410,DP-13000,1,1,Standard Class
CA-2015-115742,4/18/2015,75.18,6,0.0,OFF-LA-10002762,DP-13000,1,1,Standard Class
CA-2015-115742,4/18/2015,6.16,2,0.0,FUR-FU-10001706,DP-13000,1,1,Standard Class
CA-2015-115742,4/18/2015,89.99,1,0.0,FUR-CH-10003061,DP-13000,1,1,Standard Class
CA-2016-105816,12/11/2016,15.26,7,0.0,OFF-FA-10000304,JM-15265,2,2,Standard Class
CA-2016-105816,12/11/2016,1029.95,5,0.0,TEC-PH-10002447,JM-15265,2,2,Standard Class
CA-2016-111682,6/17/2016,208.56,6,0.0,OFF-ST-10000604,TB-21055,2,2,First Class
CA-2016-111682,6/17/2016,32.4,5,0.0,OFF-PA-10001569,TB-21055,2,2,First Class
CA-2016-111682,6/17/2016,319.41,5,0.1,FUR-CH-10003968,TB-21055,2,2,First Class
CA-2016-111682,6/17/2016,14.56,2,0.0,OFF-PA-10000587,TB-21055,2,2,First Class
CA-2016-111682,6/17/2016,30.0,2,0.0,TEC-AC-10002167,TB-21055,2,2,First Class
CA-2016-111682,6/17/2016,48.48,4,0.2,OFF-BI-10001460,TB-21055,2,2,First Class
CA-2016-111682,6/17/2016,1.68,1,0.0,OFF-AR-10001868,TB-21055,2,2,First Class
CA-2015-135545,11/24/2015,13.98,2,0.0,TEC-AC-10004633,KM-16720,4,4,Standard Class
CA-2015-135545,11/24/2015,25.824,6,0.2,OFF-BI-10001078,KM-16720,4,4,Standard Class
CA-2015-135545,11/24/2015,146.73,3,0.0,OFF-PA-10003892,KM-16720,4,4,Standard Class
CA-2015-135545,11/24/2015,79.76,4,0.0,FUR-FU-10000397,KM-16720,4,4,Standard Class
US-2015-164175,4/30/2015,213.115,5,0.3,FUR-CH-10001146,PS-18970,1,1,Standard Class
CA-2014-106376,12/5/2014,1113.024,8,0.2,OFF-AR-10002671,BS-11590,4,4,Standard Class
CA-2014-106376,12/5/2014,167.968,4,0.2,TEC-PH-10002726,BS-11590,4,4,Standard Class
CA-2016-119823,6/4/2016,75.88,2,0.0,OFF-PA-10000482,KD-16270,3,3,First Class
CA-2016-106075,9/18/2016,4.616,1,0.2,OFF-BI-10004654,HM-14980,2,2,Standard Class
CA-2017-114440,9/14/2017,19.05,3,0.0,OFF-PA-10004675,TB-21520,1,1,Second Class
US-2015-134026,4/26/2015,831.936,8,0.2,FUR-CH-10000513,JE-15745,3,3,Standard Class
US-2015-134026,4/26/2015,97.04,2,0.2,FUR-FU-10003708,JE-15745,3,3,Standard Class
US-2015-134026,4/26/2015,72.784,1,0.2,OFF-ST-10004123,JE-15745,3,3,Standard Class
US-2017-118038,12/9/2017,1.248,3,0.8,OFF-BI-10004182,KB-16600,1,1,First Class
US-2017-118038,12/9/2017,9.708,3,0.6,FUR-FU-10000260,KB-16600,1,1,First Class
US-2017-118038,12/9/2017,27.24,3,0.2,OFF-ST-10000615,KB-16600,1,1,First Class
US-2014-147606,11/26/2014,19.3,5,0.6,FUR-FU-10003194,JE-15745,1,1,Second Class
CA-2016-127208,6/12/2016,208.16,1,0.0,OFF-AP-10002118,SC-20770,3,3,First Class
CA-2016-127208,6/12/2016,16.74,3,0.0,OFF-BI-10002309,SC-20770,3,3,First Class
CA-2014-139451,10/12/2014,14.9,5,0.0,OFF-AR-10002053,DN-13690,4,4,Standard Class
CA-2014-139451,10/12/2014,21.39,1,0.0,OFF-ST-10002370,DN-13690,4,4,Standard Class
CA-2015-149734,9/3/2015,200.984,7,0.2,OFF-EN-10000927,JC-16105,3,3,Standard Class
US-2017-119662,11/13/2017,230.376,3,0.2,OFF-ST-10003656,CS-12400,1,1,First Class
CA-2017-140088,5/28/2017,301.96,2,0.0,FUR-CH-10000863,PO-18865,3,3,Second Class
CA-2017-155558,10/26/2017,19.99,1,0.0,TEC-AC-10001998,PG-18895,1,1,Standard Class
CA-2017-155558,10/26/2017,6.16,2,0.0,OFF-LA-10000134,PG-18895,1,1,Standard Class
CA-2016-159695,4/5/2016,158.368,7,0.2,OFF-ST-10003442,GM-14455,1,1,Second Class
CA-2016-109806,9/17/2016,20.1,3,0.0,OFF-AR-10004930,JS-15685,4,4,Standard Class
CA-2016-109806,9/17/2016,73.584,2,0.2,TEC-PH-10004093,JS-15685,4,4,Standard Class
CA-2016-109806,9/17/2016,6.48,1,0.0,OFF-PA-10000304,JS-15685,4,4,Standard Class
CA-2015-149587,1/31/2015,12.96,2,0.0,OFF-PA-10003177,KB-16315,1,1,Second Class
CA-2015-149587,1/31/2015,53.34,3,0.0,FUR-FU-10003799,KB-16315,1,1,Second Class
CA-2015-149587,1/31/2015,32.96,2,0.0,OFF-BI-10002852,KB-16315,1,1,Second Class
US-2017-109484,11/6/2017,5.682,1,0.7,OFF-BI-10004738,RB-19705,4,4,Standard Class
CA-2017-161018,11/9/2017,96.53,7,0.0,FUR-FU-10000629,PN-18775,2,2,Second Class
CA-2017-157833,6/17/2017,51.312,3,0.2,OFF-BI-10001721,KD-16345,4,4,First Class
CA-2016-149223,9/6/2016,77.88,6,0.0,OFF-AP-10000358,ER-13855,1,1,Standard Class
CA-2016-158568,8/29/2016,64.624,7,0.2,OFF-PA-10003256,RB-19465,1,1,Standard Class
CA-2016-158568,8/29/2016,95.976,3,0.2,TEC-AC-10001767,RB-19465,1,1,Standard Class
CA-2016-158568,8/29/2016,1.788,3,0.8,OFF-BI-10002609,RB-19465,1,1,Standard Class
CA-2016-129903,12/1/2016,23.92,4,0.0,OFF-PA-10004040,GZ-14470,1,1,Second Class
US-2015-156867,11/13/2015,238.896,6,0.2,TEC-AC-10001552,LC-16870,4,4,Standard Class
US-2015-156867,11/13/2015,102.36,3,0.2,FUR-FU-10004006,LC-16870,4,4,Standard Class
US-2015-156867,11/13/2015,36.882,3,0.7,OFF-BI-10002794,LC-16870,4,4,Standard Class
CA-2017-119004,11/23/2017,74.112,8,0.2,TEC-AC-10003499,JM-15250,3,3,Standard Class
CA-2017-119004,11/23/2017,27.992,1,0.2,TEC-PH-10002844,JM-15250,3,3,Standard Class
CA-2017-119004,11/23/2017,3.304,1,0.2,OFF-AR-10000390,JM-15250,3,3,Standard Class
CA-2015-129476,10/15/2015,339.96,5,0.2,TEC-AC-10000844,PA-19060,1,1,Standard Class
CA-2017-146780,12/25/2017,41.96,2,0.0,FUR-FU-10001934,CV-12805,2,2,Standard Class
CA-2016-128867,11/3/2016,75.96,2,0.0,OFF-AR-10000380,CL-12565,1,1,Standard Class
CA-2016-128867,11/3/2016,27.24,6,0.0,OFF-BI-10003981,CL-12565,1,1,Standard Class
CA-2014-115259,8/25/2014,40.096,14,0.2,OFF-FA-10000621,RC-19960,2,2,Second Class
CA-2014-115259,8/25/2014,4.72,2,0.2,OFF-EN-10002600,RC-19960,2,2,Second Class
CA-2014-115259,8/25/2014,23.976,3,0.2,OFF-PA-10004965,RC-19960,2,2,Second Class
CA-2014-115259,8/25/2014,130.464,6,0.2,OFF-EN-10002504,RC-19960,2,2,Second Class
CA-2015-110457,3/2/2015,787.53,3,0.0,FUR-TA-10001768,DK-13090,4,4,Standard Class
US-2015-136476,4/5/2015,157.794,1,0.7,OFF-BI-10003650,GG-14650,3,3,Standard Class
CA-2016-103730,6/12/2016,47.04,3,0.0,FUR-FU-10002157,SC-20725,2,2,First Class
CA-2016-103730,6/12/2016,30.84,4,0.0,OFF-BI-10003910,SC-20725,2,2,First Class
CA-2016-103730,6/12/2016,226.56,6,0.0,OFF-ST-10000777,SC-20725,2,2,First Class
CA-2016-103730,6/12/2016,115.02,9,0.0,OFF-EN-10002500,SC-20725,2,2,First Class
CA-2016-103730,6/12/2016,68.04,7,0.0,TEC-PH-10003875,SC-20725,2,2,First Class
US-2014-152030,12/26/2014,600.558,3,0.3,FUR-CH-10004063,AD-10180,1,1,Second Class
US-2014-134614,9/20/2014,617.7,6,0.5,FUR-TA-10004534,PF-19165,1,1,Standard Class
US-2017-107272,11/5/2017,2.388,2,0.7,OFF-BI-10003274,TS-21610,4,4,Standard Class
US-2017-107272,11/5/2017,243.992,7,0.2,OFF-ST-10002974,TS-21610,4,4,Standard Class
US-2016-125969,11/6/2016,81.424,2,0.2,FUR-CH-10001146,LS-16975,4,4,Second Class
US-2016-125969,11/6/2016,238.56,3,0.0,FUR-FU-10003773,LS-16975,4,4,Second Class
US-2017-164147,2/2/2017,59.97,5,0.4,TEC-PH-10002293,DW-13585,2,2,First Class
US-2017-164147,2/2/2017,78.304,2,0.2,OFF-PA-10002377,DW-13585,2,2,First Class
US-2017-164147,2/2/2017,21.456,9,0.2,OFF-FA-10002780,DW-13585,2,2,First Class
CA-2016-145583,10/13/2016,20.04,3,0.0,OFF-PA-10001804,LC-16885,4,4,Standard Class
CA-2016-145583,10/13/2016,35.44,1,0.0,OFF-PA-10001736,LC-16885,4,4,Standard Class
CA-2016-145583,10/13/2016,11.52,4,0.0,OFF-AR-10001149,LC-16885,4,4,Standard Class
CA-2016-145583,10/13/2016,4.02,2,0.0,OFF-FA-10002988,LC-16885,4,4,Standard Class
CA-2016-145583,10/13/2016,76.176,3,0.2,OFF-BI-10004781,LC-16885,4,4,Standard Class
CA-2016-145583,10/13/2016,65.88,6,0.0,OFF-SU-10001218,LC-16885,4,4,Standard Class
CA-2016-145583,10/13/2016,43.12,14,0.0,FUR-FU-10001706,LC-16885,4,4,Standard Class
CA-2016-110366,9/5/2016,82.8,2,0.2,FUR-FU-10004848,JD-15895,2,2,Second Class
CA-2017-106180,9/18/2017,8.82,3,0.0,OFF-AR-10000940,SH-19975,4,4,Standard Class
CA-2017-106180,9/18/2017,10.86,3,0.0,OFF-EN-10004030,SH-19975,4,4,Standard Class
CA-2017-106180,9/18/2017,143.7,3,0.0,OFF-PA-10004327,SH-19975,4,4,Standard Class
CA-2017-155376,12/22/2017,839.43,3,0.0,OFF-AP-10001058,SG-20080,1,1,Standard Class
CA-2015-110744,9/7/2015,671.93,7,0.0,OFF-ST-10003656,HA-14920,4,4,Standard Class
CA-2014-110072,10/22/2014,93.888,4,0.2,FUR-FU-10000521,MG-17680,2,2,Standard Class
CA-2016-114489,12/5/2016,384.45,11,0.0,TEC-PH-10000215,JE-16165,1,1,Standard Class
CA-2016-114489,12/5/2016,149.97,3,0.0,TEC-PH-10001448,JE-16165,1,1,Standard Class
CA-2016-114489,12/5/2016,1951.84,8,0.0,FUR-CH-10000454,JE-16165,1,1,Standard Class
CA-2016-114489,12/5/2016,171.55,5,0.0,OFF-BI-10002735,JE-16165,1,1,Standard Class
CA-2016-158834,3/13/2016,157.92,5,0.2,OFF-AP-10000326,TW-21025,4,4,First Class
CA-2016-158834,3/13/2016,203.184,2,0.2,TEC-PH-10001254,TW-21025,4,4,First Class
CA-2015-124919,5/31/2015,58.38,7,0.0,OFF-PA-10001950,SP-20650,4,4,First Class
CA-2015-124919,5/31/2015,105.52,4,0.0,OFF-PA-10002254,SP-20650,4,4,First Class
CA-2015-124919,5/31/2015,80.88,6,0.0,OFF-ST-10001590,SP-20650,4,4,First Class
CA-2015-118948,5/28/2015,6.63,3,0.0,OFF-AR-10001547,NK-18490,4,4,Standard Class
CA-2014-104269,3/1/2014,457.568,2,0.2,FUR-CH-10004063,DB-13060,4,4,Second Class
CA-2016-114104,11/20/2016,14.62,2,0.0,OFF-LA-10002475,NP-18670,1,1,Standard Class
CA-2016-114104,11/20/2016,944.93,7,0.0,TEC-PH-10004536,NP-18670,1,1,Standard Class
CA-2016-162733,5/11/2016,5.98,1,0.0,OFF-PA-10002751,TT-21070,4,4,First Class
CA-2015-119697,12/28/2015,54.384,2,0.2,TEC-AC-10003657,EM-13960,2,2,Second Class
CA-2016-154508,11/16/2016,28.4,5,0.0,OFF-EN-10001990,RD-19900,4,4,Standard Class
CA-2016-113817,11/7/2016,27.68,2,0.2,OFF-BI-10004002,MJ-17740,4,4,Standard Class
CA-2014-139892,9/8/2014,9.936,3,0.2,OFF-AR-10004441,BM-11140,1,1,Standard Class
CA-2014-139892,9/8/2014,8159.952,8,0.4,TEC-MA-10000822,BM-11140,1,1,Standard Class
CA-2014-139892,9/8/2014,275.928,3,0.2,OFF-ST-10000991,BM-11140,1,1,Standard Class
CA-2014-139892,9/8/2014,1740.06,9,0.3,FUR-CH-10004287,BM-11140,1,1,Standard Class
CA-2014-139892,9/8/2014,32.064,6,0.2,OFF-AR-10002656,BM-11140,1,1,Standard Class
CA-2014-139892,9/8/2014,177.98,5,0.8,OFF-AP-10002518,BM-11140,1,1,Standard Class
CA-2014-139892,9/8/2014,143.976,3,0.2,TEC-PH-10003931,BM-11140,1,1,Standard Class
CA-2014-118962,8/5/2014,20.94,3,0.0,OFF-PA-10000659,CS-12130,4,4,Standard Class
CA-2014-118962,8/5/2014,110.96,2,0.0,OFF-PA-10001144,CS-12130,4,4,Standard Class
CA-2014-118962,8/5/2014,340.144,7,0.2,FUR-CH-10003817,CS-12130,4,4,Standard Class
US-2014-100853,9/14/2014,52.448,2,0.8,OFF-AP-10000891,JB-15400,1,1,Standard Class
US-2014-100853,9/14/2014,20.16,4,0.2,OFF-LA-10003148,JB-15400,1,1,Standard Class
US-2017-152366,4/21/2017,97.264,4,0.8,OFF-AP-10002684,SJ-20500,1,1,Second Class
US-2015-101511,11/21/2015,396.802,7,0.3,FUR-CH-10004698,JE-15745,2,2,Second Class
US-2015-101511,11/21/2015,15.88,5,0.2,OFF-SU-10002189,JE-15745,2,2,Second Class
CA-2015-137225,12/15/2015,3.28,1,0.0,OFF-AR-10001940,JK-15640,2,2,Standard Class
CA-2014-166191,12/5/2014,24.816,2,0.2,OFF-ST-10003455,DK-13150,1,1,Second Class
CA-2014-166191,12/5/2014,408.744,7,0.2,TEC-AC-10004659,DK-13150,1,1,Second Class
CA-2014-158274,11/19/2014,503.96,4,0.0,TEC-PH-10003273,RM-19675,3,3,Second Class
CA-2014-158274,11/19/2014,149.95,5,0.0,TEC-PH-10004896,RM-19675,3,3,Second Class
CA-2014-158274,11/19/2014,29.0,2,0.0,TEC-AC-10002345,RM-19675,3,3,Second Class
CA-2016-105018,11/28/2016,7.16,2,0.0,OFF-BI-10001890,SK-19990,2,2,Standard Class
CA-2014-123260,8/26/2014,176.8,8,0.0,TEC-AC-10002323,FM-14290,4,4,Standard Class
CA-2016-157000,7/16/2016,37.224,3,0.2,OFF-ST-10001328,AM-10360,1,1,Standard Class
CA-2016-157000,7/16/2016,20.016,3,0.2,OFF-PA-10001950,AM-10360,1,1,Standard Class
CA-2015-102281,10/12/2015,899.136,4,0.2,FUR-BO-10002613,MP-17470,2,2,First Class
CA-2015-102281,10/12/2015,71.76,6,0.0,TEC-PH-10001552,MP-17470,2,2,First Class
CA-2015-102281,10/12/2015,51.84,8,0.0,OFF-PA-10000061,MP-17470,2,2,First Class
CA-2015-102281,10/12/2015,626.352,3,0.2,FUR-BO-10002545,MP-17470,2,2,First Class
CA-2015-102281,10/12/2015,19.9,5,0.0,OFF-AR-10003514,MP-17470,2,2,First Class
CA-2015-131457,10/31/2015,14.28,7,0.0,OFF-EN-10001509,MZ-17515,4,4,Standard Class
CA-2014-140004,3/21/2014,7.408,2,0.2,OFF-AR-10004685,CB-12025,2,2,Standard Class
CA-2014-140004,3/21/2014,6.048,3,0.2,OFF-AR-10004027,CB-12025,2,2,Standard Class
CA-2017-107720,11/6/2017,46.26,3,0.0,OFF-ST-10001414,VM-21685,2,2,Standard Class
US-2017-124303,7/6/2017,2.946,2,0.7,OFF-BI-10000343,FH-14365,2,2,Standard Class
US-2017-124303,7/6/2017,16.056,3,0.2,OFF-PA-10002749,FH-14365,2,2,Standard Class
CA-2017-105074,6/24/2017,21.744,3,0.2,OFF-PA-10002666,MB-17305,2,2,Standard Class
CA-2014-133690,8/3/2014,218.75,2,0.5,FUR-TA-10004289,BS-11755,4,4,First Class
CA-2014-133690,8/3/2014,2.6,1,0.2,OFF-AP-10003622,BS-11755,4,4,First Class
US-2017-116701,12/17/2017,66.284,2,0.8,OFF-AP-10003217,LC-17140,1,1,Second Class
CA-2017-126382,6/3/2017,35.168,7,0.2,FUR-FU-10002960,HK-14890,3,3,Standard Class
CA-2017-108329,12/9/2017,444.768,4,0.2,TEC-PH-10001918,LE-16810,4,4,Standard Class
CA-2017-135860,12/1/2017,83.92,4,0.0,OFF-ST-10000642,JH-15985,1,1,Standard Class
CA-2017-135860,12/1/2017,131.98,2,0.0,TEC-PH-10001700,JH-15985,1,1,Standard Class
CA-2017-135860,12/1/2017,15.92,4,0.0,OFF-BI-10003274,JH-15985,1,1,Standard Class
CA-2017-135860,12/1/2017,52.29,9,0.0,OFF-FA-10000134,JH-15985,1,1,Standard Class
CA-2017-135860,12/1/2017,91.99,1,0.0,OFF-ST-10001522,JH-15985,1,1,Standard Class
CA-2015-101007,2/9/2015,20.8,2,0.2,TEC-AC-10001266,MS-17980,1,1,Second Class
CA-2015-146262,1/2/2015,23.68,2,0.2,OFF-LA-10004544,VW-21775,2,2,Standard Class
CA-2015-146262,1/2/2015,452.45,5,0.5,FUR-BO-10004695,VW-21775,2,2,Standard Class
CA-2015-146262,1/2/2015,62.982,3,0.4,TEC-PH-10002844,VW-21775,2,2,Standard Class
CA-2015-146262,1/2/2015,1188.0,9,0.7,TEC-MA-10000864,VW-21775,2,2,Standard Class
CA-2015-146262,1/2/2015,89.584,2,0.2,TEC-AC-10000109,VW-21775,2,2,Standard Class
CA-2016-130162,10/28/2016,93.06,6,0.0,OFF-ST-10001328,JH-15910,4,4,Standard Class
CA-2016-130162,10/28/2016,302.376,3,0.2,TEC-PH-10002563,JH-15910,4,4,Standard Class
CA-2015-169397,12/24/2015,5.584,2,0.2,OFF-FA-10000585,JB-15925,2,2,First Class
CA-2015-169397,12/24/2015,22.704,6,0.2,OFF-PA-10004000,JB-15925,2,2,First Class
CA-2015-169397,12/24/2015,19.776,4,0.7,OFF-BI-10002852,JB-15925,2,2,First Class
CA-2015-169397,12/24/2015,72.704,4,0.2,FUR-FU-10000087,JB-15925,2,2,First Class
CA-2015-169397,12/24/2015,479.988,4,0.7,TEC-MA-10001148,JB-15925,2,2,First Class
CA-2015-169397,12/24/2015,27.168,2,0.2,OFF-AR-10001958,JB-15925,2,2,First Class
CA-2015-163055,8/9/2015,2.2,1,0.0,OFF-AR-10001026,DS-13180,1,1,Standard Class
CA-2015-163055,8/9/2015,622.45,5,0.0,FUR-TA-10003748,DS-13180,1,1,Standard Class
CA-2015-163055,8/9/2015,21.98,1,0.0,OFF-ST-10002485,DS-13180,1,1,Standard Class
US-2015-145436,2/28/2015,161.568,2,0.2,FUR-CH-10004860,VD-21670,3,3,Standard Class
US-2015-145436,2/28/2015,389.696,8,0.2,FUR-CH-10004477,VD-21670,3,3,Standard Class
US-2014-156216,9/13/2014,18.648,7,0.7,OFF-BI-10001679,EA-14035,3,3,Standard Class
US-2017-100930,4/7/2017,233.86,2,0.45,FUR-TA-10001705,CS-12400,3,3,Standard Class
US-2017-100930,4/7/2017,620.6145,3,0.45,FUR-TA-10003473,CS-12400,3,3,Standard Class
US-2017-100930,4/7/2017,5.328,2,0.7,OFF-BI-10001679,CS-12400,3,3,Standard Class
US-2017-100930,4/7/2017,258.072,3,0.2,FUR-FU-10004017,CS-12400,3,3,Standard Class
US-2017-100930,4/7/2017,617.976,3,0.2,TEC-AC-10003832,CS-12400,3,3,Standard Class
CA-2017-160514,11/12/2017,10.56,2,0.0,OFF-PA-10002479,DB-13120,4,4,Standard Class
CA-2016-157749,6/4/2016,25.92,5,0.2,OFF-PA-10003349,KL-16645,1,1,Second Class
CA-2016-157749,6/4/2016,419.68,5,0.6,FUR-FU-10000576,KL-16645,1,1,Second Class
CA-2016-157749,6/4/2016,11.688,3,0.6,FUR-FU-10004351,KL-16645,1,1,Second Class
CA-2016-157749,6/4/2016,31.984,2,0.2,TEC-PH-10000011,KL-16645,1,1,Second Class
CA-2016-157749,6/4/2016,177.225,5,0.5,FUR-TA-10002607,KL-16645,1,1,Second Class
CA-2016-157749,6/4/2016,4.044,3,0.6,FUR-FU-10002505,KL-16645,1,1,Second Class
CA-2016-157749,6/4/2016,7.408,2,0.2,OFF-AR-10004685,KL-16645,1,1,Second Class
CA-2014-131926,6/1/2014,2001.86,7,0.0,FUR-CH-10004063,DW-13480,1,1,Second Class
CA-2014-131926,6/1/2014,166.72,2,0.0,OFF-ST-10002276,DW-13480,1,1,Second Class
CA-2014-131926,6/1/2014,47.88,6,0.0,OFF-PA-10004082,DW-13480,1,1,Second Class
CA-2014-131926,6/1/2014,1503.25,5,0.0,OFF-AP-10002945,DW-13480,1,1,Second Class
CA-2014-131926,6/1/2014,25.92,4,0.0,OFF-PA-10000061,DW-13480,1,1,Second Class
CA-2016-154739,12/10/2016,321.568,2,0.2,FUR-CH-10002965,LH-17155,4,4,Second Class
CA-2016-145625,9/11/2016,7.61,1,0.0,OFF-PA-10004569,KC-16540,4,4,Standard Class
CA-2016-145625,9/11/2016,3347.37,13,0.0,TEC-AC-10003832,KC-16540,4,4,Standard Class
CA-2016-146941,12/10/2016,80.58,6,0.0,OFF-ST-10001228,DL-13315,2,2,First Class
CA-2016-146941,12/10/2016,361.92,4,0.0,OFF-EN-10003296,DL-13315,2,2,First Class
US-2015-159982,11/28/2015,12.132,9,0.6,FUR-FU-10002505,DR-12880,1,1,Standard Class
US-2015-159982,11/28/2015,82.368,2,0.2,OFF-ST-10004804,DR-12880,1,1,Standard Class
US-2015-159982,11/28/2015,53.92,5,0.2,OFF-ST-10001590,DR-12880,1,1,Standard Class
US-2015-159982,11/28/2015,647.904,6,0.2,TEC-PH-10001580,DR-12880,1,1,Standard Class
CA-2017-163139,12/1/2017,20.37,3,0.0,TEC-AC-10000290,CC-12670,2,2,Second Class
CA-2017-163139,12/1/2017,221.55,3,0.0,OFF-ST-10002790,CC-12670,2,2,Second Class
CA-2017-163139,12/1/2017,17.52,5,0.2,OFF-BI-10003460,CC-12670,2,2,Second Class
US-2017-155299,6/8/2017,1.624,2,0.8,OFF-AP-10002203,Dl-13600,1,1,Standard Class
US-2014-106992,9/19/2014,3059.982,3,0.4,TEC-MA-10000822,SB-20290,1,1,Second Class
US-2014-106992,9/19/2014,2519.958,7,0.4,TEC-MA-10003353,SB-20290,1,1,Second Class
CA-2016-125318,6/6/2016,328.224,4,0.2,TEC-PH-10001433,RC-19825,1,1,Standard Class
