sales_date,channel_type,store_id,city,region,store_type,orders,units,gross_sales,discount_amount,net_sales,avg_order_value,discount_ratio,returns_amount,net_sales_after_returns
2025-01-12,store,S006,Islamabad,ICT,mall,3,7,58722.9,1816.944336,56905.52,18968.506666666664,0.03094098445410564,0.0,56905.52
2025-01-13,online,ONLINE,,,,6,17,510042.88,13139.504772,496913.5,82818.91666666667,0.02576156885475982,0.0,496913.5
2025-01-13,store,S001,Karachi,Sindh,flagship,2,7,70308.94,306.309752,70002.5,35001.25,0.0043566259425899465,0.0,70002.5
2025-01-13,store,S002,Lahore,Punjab,mall,2,6,20088.93,129.086786,19959.83,9979.915,0.006425767126472141,0.0,19959.83
2025-01-13,store,S003,Islamabad,ICT,mall,3,9,88927.28,1506.787188,87419.42,29139.806666666667,0.01694403773510221,5446.54,81972.88
2025-01-13,store,S004,Karachi,Sindh,flagship,8,24,995198.4,127318.89822200002,867897.1,108487.1375,0.12793318218960162,3125.23,864771.87
2025-01-13,store,S005,Lahore,Punjab,high_street,5,18,160414.13,13193.282218,147219.71,29443.942,0.08224513774441192,18738.77,128480.93999999999
2025-01-13,store,S006,Islamabad,ICT,mall,1,4,158101.13,18945.480874,139154.71,139154.71,0.11983140711264999,0.0,139154.71
2025-01-14,online,ONLINE,,,,4,10,714846.6399999999,15202.861352,699661.54,174915.385,0.021267304763438494,0.0,699661.54
2025-01-14,store,S001,Karachi,Sindh,flagship,6,16,684619.38,1103.614548,683516.03,113919.33833333333,0.001612011842258979,1262.08,682253.9500000001
2025-01-14,store,S002,Lahore,Punjab,mall,4,14,927604.3200000001,62813.145650000006,864794.98,216198.745,0.0677154518318759,10504.31,854290.6699999999
2025-01-14,store,S003,Islamabad,ICT,mall,3,9,76820.13,490.155891,76331.1,25443.7,0.006380565757959534,5358.75,70972.35
2025-01-14,store,S004,Karachi,Sindh,flagship,4,10,448793.54,27210.398335,421588.72,105397.18,0.060630102507714355,0.0,421588.72
2025-01-14,store,S005,Lahore,Punjab,high_street,3,6,344148.5,20029.966556,324122.68,108040.89333333333,0.05820152218010539,0.0,324122.68
2025-01-14,store,S006,Islamabad,ICT,mall,3,13,114928.99,3860.136925,111067.5,37022.5,0.03358714737682807,0.0,111067.5
2025-01-15,online,ONLINE,,,,4,11,97915.68000000001,5248.3346360000005,92667.91,23166.9775,0.05360055341493824,0.0,92667.91
2025-01-15,store,S001,Karachi,Sindh,flagship,6,15,730901.84,3443.2478869999995,727460.03,121243.33833333333,0.004710958022762673,0.0,727460.03
2025-01-15,store,S002,Lahore,Punjab,mall,4,9,304029.04,212.706152,303816.22,75954.055,0.0006996244569268779,0.0,303816.22
2025-01-15,store,S003,Islamabad,ICT,mall,3,7,161865.43,0.0,161865.43,53955.14333333333,0.0,0.0,161865.43
2025-01-15,store,S004,Karachi,Sindh,flagship,3,9,156041.06,28518.198978,127528.02,42509.340000000004,0.18276086421099677,0.0,127528.02
2025-01-15,store,S005,Lahore,Punjab,high_street,3,9,79837.96,7677.641102,72160.42,24053.47333333333,0.09616529658322932,0.0,72160.42
2025-01-15,store,S006,Islamabad,ICT,mall,2,2,25552.46,0.0,25552.46,12776.23,0.0,23454.34,2098.119999999999
2025-01-16,online,ONLINE,,,,7,23,596693.1900000001,32242.238859,564454.26,80636.32285714286,0.05403486984491979,0.0,564454.26
2025-01-16,store,S001,Karachi,Sindh,flagship,6,20,519878.75,5282.213334,514611.07,85768.51166666667,0.01016047171383712,27894.08,486716.99
2025-01-16,store,S002,Lahore,Punjab,mall,2,3,203227.97,16181.76968,187055.99000000002,93527.99500000001,0.07962373328828704,0.0,187055.99000000002
2025-01-16,store,S003,Islamabad,ICT,mall,4,12,186829.14,2732.732922,184096.39,46024.0975,0.014626909496024014,0.0,184096.39
2025-01-16,store,S004,Karachi,Sindh,flagship,6,12,374937.82,59988.93007700001,314944.11000000004,52490.685000000005,0.15999700984285878,0.0,314944.11000000004
2025-01-16,store,S005,Lahore,Punjab,high_street,2,7,47800.78,3545.4285330000002,44255.03,22127.515,0.07417093472114891,0.0,44255.03
2025-01-16,store,S006,Islamabad,ICT,mall,8,19,686231.69,21239.920551,664984.34,83123.0425,0.030951529724603657,194498.05,470486.29
2025-01-17,online,ONLINE,,,,5,9,90152.73,3227.0019869999996,86924.3,17384.86,0.0357948338003741,0.0,86924.3
2025-01-17,store,S001,Karachi,Sindh,flagship,7,15,69698.58,2532.2574520000003,67166.07,9595.152857142859,0.03633155011192481,3411.81,63754.26000000001
2025-01-17,store,S002,Lahore,Punjab,mall,4,13,753296.63,10692.406212,742596.4199999999,185649.10499999998,0.014194151130080058,196819.02,545777.3999999999
2025-01-17,store,S003,Islamabad,ICT,mall,2,7,473650.14999999997,21.319221,473628.38,236814.19,4.501048083696374e-05,0.0,473628.38
2025-01-17,store,S004,Karachi,Sindh,flagship,5,10,200235.36,26869.056121999998,173371.42,34674.284,0.1341873689142617,98234.57,75136.85
2025-01-17,store,S005,Lahore,Punjab,high_street,4,12,787109.39,15905.182896,771230.81,192807.7025,0.020207080614296827,10154.86,761075.9500000001
2025-01-17,store,S006,Islamabad,ICT,mall,4,9,250109.22,2240.932002,247866.99000000002,61966.747500000005,0.00895981364461494,179620.67,68246.32
2025-01-18,online,ONLINE,,,,13,34,461392.75,8141.255553999999,453261.82999999996,34866.29461538461,0.01764495769385193,0.0,453261.82999999996
2025-01-18,store,S001,Karachi,Sindh,flagship,3,12,322651.42,5334.0618970000005,317324.0,105774.66666666667,0.016531964734573308,0.0,317324.0
2025-01-18,store,S002,Lahore,Punjab,mall,4,10,370358.63,16910.244834,353447.43999999994,88361.85999999999,0.04565910839987717,0.0,353447.43999999994
2025-01-18,store,S003,Islamabad,ICT,mall,2,11,285380.66,4.963218,285375.7,142687.85,1.739157096349837e-05,0.0,285375.7
2025-01-18,store,S004,Karachi,Sindh,flagship,2,8,297786.54,18603.093072,279183.63,139591.815,0.06247123550983869,0.0,279183.63
2025-01-18,store,S005,Lahore,Punjab,high_street,4,12,704586.83,175923.34419099998,528652.47,132163.1175,0.2496829868236396,0.0,528652.47
2025-01-18,store,S006,Islamabad,ICT,mall,2,7,302031.98,12339.260032,289697.99,144848.995,0.040854150716093045,0.0,289697.99
2025-01-19,online,ONLINE,,,,5,8,522757.4,27925.119683999998,494833.16000000003,98966.63200000001,0.053418889305058136,107085.83,387747.33
2025-01-19,store,S001,Karachi,Sindh,flagship,5,11,195548.26,6960.116366,188585.77,37717.153999999995,0.03559283199963017,12512.52,176073.25
2025-01-19,store,S002,Lahore,Punjab,mall,1,3,130678.1,89.769125,130587.86,130587.86,0.0006869485016999788,0.0,130587.86
2025-01-19,store,S003,Islamabad,ICT,mall,7,21,1382734.42,25502.996104,1357241.47,193891.63857142857,0.018443886067434412,6572.78,1350668.69
2025-01-19,store,S004,Karachi,Sindh,flagship,5,14,135893.94,15658.882791999999,120234.98,24046.996,0.11522870550371855,6436.32,113798.66
2025-01-19,store,S005,Lahore,Punjab,high_street,4,11,303197.65,19056.660215,284146.31,71036.5775,0.06285226885828435,7813.63,276332.68
2025-01-19,store,S006,Islamabad,ICT,mall,4,11,286502.19,2605.774001,283894.97,70973.7425,0.00909512768820371,0.0,283894.97
2025-01-20,online,ONLINE,,,,6,15,149013.71,6829.485592999999,142184.93,23697.48833333333,0.045831256687723566,19464.49,122720.43999999999
2025-01-20,store,S001,Karachi,Sindh,flagship,5,10,319526.05,350.442374,319176.08999999997,63835.21799999999,0.0010967568184190302,0.0,319176.08999999997
2025-01-20,store,S002,Lahore,Punjab,mall,5,12,87207.22,694.815248,86512.86,17302.572,0.007967405084120329,0.0,86512.86
2025-01-20,store,S003,Islamabad,ICT,mall,2,6,335834.29,83.188748,335751.26,167875.63,0.0002477077251402768,22914.19,312837.07
2025-01-20,store,S004,Karachi,Sindh,flagship,5,12,471753.21,47231.409552,424510.33,84902.066,0.1001188938428209,0.0,424510.33
2025-01-20,store,S005,Lahore,Punjab,high_street,3,9,79647.4,3391.5913200000005,76254.37,25418.123333333333,0.04258257419576786,0.0,76254.37
2025-01-20,store,S006,Islamabad,ICT,mall,5,18,578268.6799999999,40871.814159,537398.0800000001,107479.61600000001,0.07067962622322897,0.0,537398.0800000001
2025-01-21,online,ONLINE,,,,7,16,101581.6,1454.14479,100127.56,14303.937142857143,0.014315041208250313,2102.07,98025.48999999999
2025-01-21,store,S001,Karachi,Sindh,flagship,7,27,405290.91,2266.752109,403022.49,57574.64142857143,0.00559290142727356,2967.59,400054.89999999997
2025-01-21,store,S002,Lahore,Punjab,mall,3,9,70202.25,256.177679,69946.25,23315.416666666668,0.003649137727067153,0.0,69946.25
2025-01-21,store,S003,Islamabad,ICT,mall,3,7,61442.03,1775.4200660000001,59666.12,19888.70666666667,0.028895856240426954,1718.72,57947.4
2025-01-21,store,S004,Karachi,Sindh,flagship,3,8,80098.9,9619.428481,70478.87,23492.956666666665,0.12009438932369859,0.0,70478.87
2025-01-21,store,S005,Lahore,Punjab,high_street,1,2,9734.95,331.151367,9403.8,9403.8,0.034016750676685546,0.0,9403.8
2025-01-21,store,S006,Islamabad,ICT,mall,5,8,251103.3,2754.144797,248348.82,49669.764,0.010968174440558925,0.0,248348.82
2025-01-22,online,ONLINE,,,,9,23,587055.77,20259.305369,566798.92,62977.657777777786,0.034510018305415856,0.0,566798.92
2025-01-22,store,S001,Karachi,Sindh,flagship,5,17,349701.29,17914.487497,331780.48,66356.09599999999,0.05122797086908087,5780.94,325999.54
2025-01-22,store,S002,Lahore,Punjab,mall,6,13,97864.25,3539.1661050000002,94324.91,15720.818333333335,0.03616403441501877,1704.58,92620.33
2025-01-22,store,S003,Islamabad,ICT,mall,3,5,28955.52,0.0,28955.52,9651.84,0.0,0.0,28955.52
2025-01-22,store,S004,Karachi,Sindh,flagship,3,9,633999.2,44657.920956999995,589342.26,196447.42,0.07043845001223976,0.0,589342.26
2025-01-22,store,S005,Lahore,Punjab,high_street,6,18,327252.48,19327.082112,307934.74,51322.456666666665,0.059058626880383006,42864.55,265070.19
2025-01-22,store,S006,Islamabad,ICT,mall,2,5,23298.92,15.605855,23283.34,11641.67,0.0006698102315472134,0.0,23283.34
2025-01-23,online,ONLINE,,,,7,23,698036.13,26558.227721,671487.49,95926.78428571428,0.03804706745050575,208155.12,463332.37
2025-01-23,store,S001,Karachi,Sindh,flagship,4,8,246355.48,16348.616243,230001.44,57500.36,0.06636189397126462,0.0,230001.44
2025-01-23,store,S002,Lahore,Punjab,mall,2,3,205692.37,14123.266347,191575.92,95787.96,0.06866208186040154,0.0,191575.92
2025-01-23,store,S003,Islamabad,ICT,mall,2,2,68652.5,484.49189,68167.48,34083.74,0.007057163104038455,55194.2,12973.279999999999
2025-01-23,store,S005,Lahore,Punjab,high_street,5,18,970918.7200000001,49114.84675,921801.6,184360.32,0.05058595095375233,0.0,921801.6
2025-01-23,store,S006,Islamabad,ICT,mall,2,6,38785.04,306.44166199999995,38478.53,19239.265,0.007901027354877034,0.0,38478.53
2025-01-24,online,ONLINE,,,,6,14,174009.08000000002,7235.812038,166775.18,27795.86333333333,0.04158295669398401,36034.77,130740.41
2025-01-24,store,S001,Karachi,Sindh,flagship,5,12,581464.62,691.545914,580772.46,116154.492,0.001189317269208916,0.0,580772.46
2025-01-24,store,S002,Lahore,Punjab,mall,1,3,30776.83,1450.1380009999998,29326.95,29326.95,0.04711784810196501,0.0,29326.95
2025-01-24,store,S003,Islamabad,ICT,mall,1,2,14983.259999999998,0.0,14983.259999999998,14983.259999999998,0.0,14229.93,753.3299999999981
2025-01-24,store,S004,Karachi,Sindh,flagship,1,2,11411.52,378.330966,11033.380000000001,11033.380000000001,0.03315342443425591,0.0,11033.380000000001
2025-01-24,store,S005,Lahore,Punjab,high_street,6,15,452294.88,27733.102940999997,424558.62,70759.77,0.06131642025441455,0.0,424558.62
2025-01-24,store,S006,Islamabad,ICT,mall,6,23,603388.89,23340.674850000003,580050.06,96675.01000000001,0.03868263940027136,24040.32,556009.7400000001
2025-01-25,online,ONLINE,,,,5,11,439402.76,12185.083809,427210.56,85442.112,0.027731013362319343,0.0,427210.56
2025-01-25,store,S001,Karachi,Sindh,flagship,4,7,677801.95,10028.553440000002,667783.95,166945.9875,0.01479569871405652,0.0,667783.95
2025-01-25,store,S002,Lahore,Punjab,mall,2,11,61186.409999999996,2358.421725,58828.97,29414.485,0.03854486192277011,0.0,58828.97
2025-01-25,store,S003,Islamabad,ICT,mall,2,7,40327.97,1866.205159,38461.979999999996,19230.989999999998,0.04627570291785081,0.0,38461.979999999996
2025-01-25,store,S004,Karachi,Sindh,flagship,7,16,298591.56,36338.462352,262252.09,37464.58428571429,0.12169956294812888,151692.77,110559.32000000004
2025-01-25,store,S005,Lahore,Punjab,high_street,7,14,616114.61,30298.140372,585830.61,83690.08714285714,0.0491761433347604,0.0,585830.61
2025-01-25,store,S006,Islamabad,ICT,mall,3,6,61403.19,2342.016299,59059.61,19686.536666666667,0.03814160630742474,2291.93,56767.68
2025-01-26,online,ONLINE,,,,5,9,146079.25,11303.694321,134774.15,26954.829999999998,0.07738056103792976,0.0,134774.15
2025-01-26,store,S001,Karachi,Sindh,flagship,4,7,38889.16,1682.223795,37207.05,9301.7625,0.04325688173773874,3075.72,34131.33
2025-01-26,store,S003,Islamabad,ICT,mall,3,13,81568.14,3679.495976,77887.87,25962.623333333333,0.045109475047487906,0.0,77887.87
2025-01-26,store,S004,Karachi,Sindh,flagship,1,2,11093.41,1196.0664599999998,9897.220000000001,9897.220000000001,0.10781774585091508,0.0,9897.220000000001
2025-01-26,store,S005,Lahore,Punjab,high_street,7,17,521475.23,49143.21357099999,472338.54000000004,67476.93428571429,0.09423882620656784,0.0,472338.54000000004
2025-01-26,store,S006,Islamabad,ICT,mall,6,10,259661.85,11605.644740000002,248062.33000000002,41343.72166666667,0.04469522473170395,0.0,248062.33000000002
2025-01-27,online,ONLINE,,,,4,7,133720.97,3965.070061,129759.08,32439.77,0.029651819464067603,0.0,129759.08
2025-01-27,store,S001,Karachi,Sindh,flagship,5,12,554549.38,5900.164419999999,548650.96,109730.192,0.010639565443207238,0.0,548650.96
2025-01-27,store,S002,Lahore,Punjab,mall,3,7,237856.30000000002,313.720869,237542.77000000002,79180.92333333334,0.001318951270157654,4629.71,232913.06000000003
2025-01-27,store,S003,Islamabad,ICT,mall,5,14,315234.81,8854.112898000001,306392.62,61278.524,0.02808735779528917,0.0,306392.62
2025-01-27,store,S004,Karachi,Sindh,flagship,2,9,316923.20999999996,22494.320887,294430.39,147215.195,0.07097719629622584,0.0,294430.39
2025-01-27,store,S005,Lahore,Punjab,high_street,6,24,514870.38000000006,51410.653062,463456.62999999995,77242.77166666665,0.09985164239201329,8944.38,454512.24999999994
2025-01-27,store,S006,Islamabad,ICT,mall,8,19,781939.26,21550.305202,760386.42,95048.3025,0.0275600757046014,0.0,760386.42
2025-01-28,online,ONLINE,,,,3,5,479219.58,10061.035347000001,469163.68000000005,156387.89333333334,0.0209946249420777,28210.86,440952.82000000007
2025-01-28,store,S001,Karachi,Sindh,flagship,2,5,49209.49,1717.9071370000001,47491.25,23745.625,0.034910078056082275,0.0,47491.25
2025-01-28,store,S002,Lahore,Punjab,mall,4,14,288419.1,1315.197698,287104.44,71776.11,0.004560022890300955,0.0,287104.44
2025-01-28,store,S003,Islamabad,ICT,mall,1,3,17847.26,0.0,17847.26,17847.26,0.0,4680.13,13167.129999999997
2025-01-28,store,S004,Karachi,Sindh,flagship,1,1,6553.57,437.77847599999996,6115.82,6115.82,0.0668,5848.65,267.1700000000001
2025-01-28,store,S005,Lahore,Punjab,high_street,2,6,251412.37,7766.542824,243638.34999999998,121819.17499999999,0.030891649539758127,0.0,243638.34999999998
2025-01-28,store,S006,Islamabad,ICT,mall,6,17,127382.91,5874.092280000001,121509.01,20251.501666666667,0.046113660615854986,16238.769999999999,105270.23999999999
2025-01-29,online,ONLINE,,,,7,20,316664.46,7422.1229619999995,309238.17,44176.881428571425,0.023438446366857837,9370.16,299868.01
2025-01-29,store,S001,Karachi,Sindh,flagship,3,7,297776.82,10898.354994000001,286879.24,95626.41333333333,0.03659907105596735,0.0,286879.24
2025-01-29,store,S002,Lahore,Punjab,mall,4,17,822833.68,3283.5491629999997,819541.78,204885.445,0.003990538115795163,0.0,819541.78
